"latitude","longitude","id","icao_24bit","heading","altitude","ground_speed","squawk","aircraft_code","registration","time","origin_airport_iata","destination_airport_iata","number","airline_iata","on_ground","vertical_speed","callsign","airline_icao"
"49.51","7.96","3453ced2","4D22F5","115","47000","500","","GL7T","9H-VIB","1710232540","EWR","AUH","VJT783","VJ","0","-64","VJT783","VJT"
"47.35","5.51","3454883f","","324","47000","437","","GLF5","","1710232540","","","","","0","-64","GLF5",""
"52.5","-14.95","34540799","","83","45004","561","","GA6C","","1710232543","","","","","0","0","GA6C",""
"42.62","16.72","34547eed","4D243C","257","45000","435","","CL35","9H-VCS","1710232540","SOF","RAK","VJT451","VJ","0","-128","VJT451","VJT"
"55.48","17.1","3454883c","3CE630","13","45000","422","","LJ45","D-COMA","1710232541","POZ","HEL","UNI136","UN","0","0","UNI136",""
"49.96","7.09","3454814c","06A1C6","120","45000","511","","GLF6","A7-CGA","1710232542","FAB","LCA","QE723","QE","0","0","QQE723","QQE"
"50.52","9.05","3454822a","45A94B","197","45000","465","","HA4T","OY-JJK","1710232539","RKE","PMI","","","0","0","JNJ5KB",""
"63.53","-15.97","3454822f","45CCB3","97","45000","444","","E55P","OY-SES","1710232540","KEF","ODE","","","0","0","OYSES",""
"44.08","1.35","3454707b","","239","44975","452","","GLEX","","1710232539","","","","","0","64","GLEX",""
"41.7","26.9","34543af0","","124","44975","532","","GL7T","","1710232540","","","","","0","-64","GL7T",""
"43.0","14.74","34547306","398266","137","44975","444","","C25C","F-HATG","1710232542","LBG","TAR","","","0","-64","FHATG",""
"48.04","7.46","34547eeb","","147","43025","510","","GLF5","","1710232540","","","","","0","0","GLF5",""
"46.17","2.17","3454854f","490D05","110","43000","484","","CL35","CS-CHE","1710232540","GCI","NCE","","","0","0","NJE801L","NJE"
"48.95","12.4","3454586a","4BB961","295","43000","442","","GLF4","TC-NKA","1710232539","SAW","FAB","","","0","64","EAJ01","EAJ"
"48.38","2.2","3454012c","","108","43000","552","","GL7T","","1710232542","","","","","0","0","GL7T",""
"55.59","-13.42","34545591","3008D2","295","43000","454","","GLEX","I-WLFZ","1710232538","LIN","EWR","SIO231","SI","0","64","SIO231","SIO"
"38.61","21.03","34540098","4D238A","313","43000","436","","E550","9H-KFX","1710232540","DOH","SIR","","","0","0","FJO65K","LXJ"
"43.13","23.68","345417ae","","290","43000","425","","F2TH","","1710232540","","","","","0","64","F2TH",""
"45.66","1.32","3454646c","0A0081","2","43000","378","","C56X","7T-VNC","1710232540","ALG","LBG","","","0","0","7TVNC",""
"47.97","16.0","345488af","","291","43000","438","","F2TH","","1710232542","","","","","0","0","F2TH",""
"46.99","-0.68","34546de0","49D407","349","43000","380","","E55P","OK-PHM","1710232539","IBZ","HUY","","","0","-64","OKPHM","AAN"
"48.46","3.3","34546d7f","","323","43000","458","","GLEX","","1710232540","","","","","0","0","GLEX",""
"46.53","13.56","3453ceec","4BB18A","117","41000","494","","B789","TC-LLJ","1710232542","BOS","IST","TK82","TK","0","-64","THY82M","THY"
"46.16","25.02","34547cad","06A2E7","137","41000","480","","B789","A7-BHD","1710232542","WAW","DOH","QR264","QR","0","-64","QTR36K","QTR"
"54.04","40.81","34548c5c","142AF8","103","41000","622","","GLF6","RA-11000","1710232539","VKO","ISL","","","0","0","RLA1110",""
"48.38","11.99","34547f8e","06A0A7","117","41000","494","","B788","A7-BCC","1710232540","BRU","DOH","QR196","QR","0","-64","QTR54V","QTR"
