"latitude","longitude","id","icao_24bit","heading","altitude","ground_speed","squawk","aircraft_code","registration","time","origin_airport_iata","destination_airport_iata","number","airline_iata","on_ground","vertical_speed","callsign","airline_icao"
"48.73","12.44","34522c2a","","282","47000","485","","GLF6","","1710218140","","","","","0","0","GLF6",""
"38.34","21.41","345392b7","","313","45000","478","","GLF6","","1710218141","","","","","0","64","GLF6",""
"49.07","-3.3","345336c6","","97","45000","510","","GLF5","","1710218141","","","","","0","64","GLF5",""
"45.45","5.31","3452e49b","4D2155","110","44600","500","","GLEX","9H-VTD","1710218140","OPF","GOA","VJT993","VJ","0","-896","VJT993","VJT"
"44.97","-9.97","34538085","","113","43000","542","","GA6C","","1710218139","","","","","0","0","GA6C",""
"43.65","0.44","3453432d","","347","43000","442","","GL7T","","1710218141","","","","","0","-64","GL7T",""
"43.38","-16.15","345383a2","","81","43000","522","","GLF6","","1710218143","","","","","0","0","GLF6",""
"46.24","22.01","34534cfc","801593","296","43000","512","","GL7T","VT-PRI","1710218139","BOM","LTN","","","0","-64","VTPRI",""
"39.65","-6.96","34530c19","AABBD0","70","42975","508","","B788","N791AV","1710218142","BOG","MAD","AV26","AV","0","-64","AVA026","AVA"
"36.73","-16.47","34532e8e","AAA6E4","76","42975","523","","B788","N786AV","1710218142","BOG","BCN","AV18","AV","0","64","AVA018","AVA"
"52.35","4.3","34542681","440CED","20","41000","433","","B738","OE-IXH","1710218141","CDG","OSL","3V4482","3V","0","0","TAY3SL","ABR"
"41.41","7.81","34532e55","02A0AC","149","41000","528","","A332","TS-IFM","1710218140","YUL","TUN","TU203","TU","0","-128","TAR203","TAR"
"43.29","19.25","34532b10","738103","130","41000","500","","B788","4X-ERD","1710218142","EWR","TLV","LY28","LY","0","-64","ELY028","ELY"
"49.08","12.89","3454241d","04015C","114","41000","474","","B77L","ET-AVT","1710218142","LGG","BOM","ET3610","ET","0","0","ETH3610","ETH"
"54.53","-12.63","34538cd5","3C4A03","109","41000","518","","B789","D-ABPC","1710218139","YYZ","FRA","LH471","LH","0","0","DLH471","DLH"
"36.92","15.95","3453e9ca","020122","119","41000","554","","B788","CN-RGT","1710218140","AGA","MED","AT2010","AT","0","0","RAM2010","RAM"
"53.42","-0.32","34537e39","","94","41000","529","","GLF6","","1710218141","","","","","0","64","GLF6",""
"37.56","7.88","34529859","4CAD44","39","41000","492","","A359","EI-IFA","1710218141","EZE","FCO","AZ681","AZ","0","-64","ITY681","ITY"
"54.31","-11.1","3453855f","A2A2DF","166","41000","466","","B788","N26902","1710218139","IAD","AMS","UA946","UA","0","0","UAL946","UAL"
"39.33","20.67","3452ca49","4BB18E","65","40975","548","","B789","TC-LLN","1710218141","CCS","IST","TK183","TK","0","0","THY183","THY"
"39.73","4.63","3453743d","02013C","251","40975","450","","B789","CN-RAM","1710218140","DOH","CMN","AT217","AT","0","0","RAM217","RAM"
"35.78","6.48","3452ea08","4CADC6","33","40225","477","","A339","EI-HJN","1710218143","GIG","FCO","AZ673","AZ","0","0","ITY673","ITY"
"47.02","4.1","34533605","484F72","349","40000","402","","A333","PH-AKB","1710218139","EBB","AMS","KL537","KL","0","-64","KLM538","KLM"
"38.84","2.1","34538c37","3949F7","352","40000","439","","B772","F-GSPX","1710218141","LBV","CDG","AF977","AF","0","0","AFR977","AFR"
"35.8","14.32","3453c8a6","0A0044","276","40000","382","","A332","7T-VJV","1710218139","MED","ORN","AH329","AH","0","0","DAH329","DAH"
"47.03","18.86","3453873a","8963F7","295","40000","477","","A388","A6-EOZ","1710218140","DXB","LGW","EK11","EK","0","0","UAE11","UAE"
"42.94","29.08","34531fae","396446","305","40000","424","","A332","F-GZCG","1710218142","BLR","CDG","AF191","AF","0","0","AFR191","AFR"
"52.95","-9.65","34538ad3","48440F","92","40000","528","","A332","PH-AOA","1710218141","IAD","AMS","KL652","KL","0","64","KLM652","KLM"
"56.08","13.62","3454213e","43EA06","253","40000","433","","LJ45","M-ABGV","1710218142","RIX","STN","","","0","-128","MABGV","RYR"
"46.27","20.26","34531fd7","3C66C2","289","40000","472","","A359","D-AIVB","1710218140","DEL","MUC","LH763","LH","0","0","DLH763","DLH"
"68.05","-2.08","3453182e","800740","274","40000","459","","B788","VT-ANZ","1710218135","DEL","IAD","AI103","AI","0","0","AIC103","AIC"
"43.97","26.5","3453b4c1","06A0EA","300","40000","464","","A359","A7-AMK","1710218139","DOH","ZRH","QR93","QR","0","0","QTR9G","QTR"
"37.95","4.52","34536403","34510A","287","40000","379","","A332","EC-MKJ","1710218140","DOH","MAD","IB6700","IB","0","0","IBE6700","IBE"
"38.32","6.99","3453621b","3C656E","2","40000","421","","A333","D-AIKN","1710218141","LAD","FRA","LH561","LH","0","0","DLH561","DLH"
"51.0","10.86","34537607","06A0AC","294","40000","472","","B788","A7-BCH","1710218141","DOH","DUB","QR19","QR","0","-64","QTR90X","QTR"
"53.14","-8.52","34536042","40787A","76","40000","538","","B789","G-TUIN","1710218141","PUJ","MAN","BY169","BY","0","-64","TOM169","TUI"
"48.42","3.15","34535e98","4B1887","103","40000","475","","A333","HB-JHN","1710218142","JFK","ZRH","LX17","LX","0","0","SWR17K","SWR"
"49.89","9.89","34537710","400775","291","40000","462","","B772","G-VIIX","1710218142","DOH","LGW","BA2032","BA","0","64","BAW2032","BAW"
"42.64","6.08","34535a59","44CCC2","348","40000","412","","A333","OO-SFB","1710218141","EBB","BRU","SN467","SN","0","0","BEL4UR","BEL"
"56.55","21.86","345355ca","8005EF","262","40000","457","","B788","VT-ANE","1710218141","DEL","LHR","AI161","AI","0","-64","AIC161","AIC"
"49.03","12.87","34536fec","040197","298","40000","489","","A359","ET-AYB","1710218138","ADD","LHR","ET700","ET","0","0","ETH700","ETH"
"47.99","19.42","3453a91a","484411","308","40000","476","","A332","PH-AOC","1710218141","DMM","AMS","KL425","KL","0","0","KLM425","KLM"
"33.75","11.21","3453b03e","700001","304","40000","406","","A343","YA-KAA","1710218141","MED","","RQ7181","RQ","0","64","KMF7181","KMF"
"45.24","9.17","3453690d","040198","294","40000","453","","A359","ET-AYA","1710218140","ADD","GVA","ET728","ET","0","-64","ETH728","ETH"
