"latitude","longitude","id","icao_24bit","heading","altitude","ground_speed","squawk","aircraft_code","registration","time","origin_airport_iata","destination_airport_iata","number","airline_iata","on_ground","vertical_speed","callsign","airline_icao"
"40.77","34.74","3453ced2","4D22F5","115","47000","528","","GL7T","9H-VIB","1710241539","EWR","AUH","VJT783","VJ","0","0","VJT783","VJT"
"34.92","26.09","3454b072","398266","133","45000","464","","C25C","F-HATG","1710241542","TAR","","","","0","64","FHATG",""
"43.65","21.27","3454a0ce","486442","120","45000","420","","C56X","PH-GHZ","1710241542","ANR","LCA","","","0","64","PHGHZ",""
"33.8","27.45","34547eeb","","146","45000","489","","GLF5","","1710241542","","","","","0","-128","GLF5",""
"35.29","-3.76","34547eed","4D243C","217","45000","430","","CL35","9H-VCS","1710241542","SOF","RAK","VJT451","VJ","0","0","VJT451","VJT"
"35.92","29.83","3454814c","06A1C6","122","45000","544","","GLF6","A7-CGA","1710241540","FAB","LCA","QE723","QE","0","-64","QQE723","QQE"
"41.48","43.12","3454816e","600BCA","81","45000","540","","GLF5","4K-080","1710241543","BER","GYD","ESW77","ES","0","0","ESW77","ESW"
"49.96","9.19","3454bdd7","45AA77","19","45000","383","","C25A","OY-JSW","1710241541","CMF","RKE","","","0","-64","FXT52W","FXT"
"41.4","38.47","34542fab","4D2322","266","44975","418","","GL7T","9H-VIE","1710241521","JAI","LTN","VJT133","VJ","0","0","VJT133","VJT"
"50.87","-8.2","3454abf6","AADF8E","293","43000","432","","GL5T","N80AK","1710241542","GVA","TEB","","","0","0","N80AK",""
"49.57","-2.65","3453f855","39CF11","96","43000","532","","A359","F-HTYR","1710241541","SJO","CDG","AF431","AF","0","64","AFR431","AFR"
"43.15","22.1","3454aa5b","","108","43000","492","","FA7X","","1710241541","","","","","0","0","FA7X",""
"59.97","19.87","3454b68b","","198","43000","438","","E55P","","1710241540","","","","","0","0","E55P",""
"43.53","29.35","3454b495","4A5243","324","43000","446","","CL30","YR-TRC","1710241540","TZX","BER","TOY227","TO","0","0","TOY227","TOY"
"41.15","38.64","34548c5c","142AF8","299","43000","440","","GLF6","RA-11000","1710241535","VKO","ISL","","","0","-64","RLA1110",""
"61.15","-11.09","34548272","","285","43000","470","","GLF5","","1710241539","","","","","0","64","GLF5",""
"45.31","12.64","3454b17f","39ADEC","270","43000","436","","F2TH","F-HLPM","1710241540","OTP","CFE","","","0","0","FHLPM","BIB"
