"latitude","longitude","id","icao_24bit","heading","altitude","ground_speed","squawk","aircraft_code","registration","time","origin_airport_iata","destination_airport_iata","number","airline_iata","on_ground","vertical_speed","callsign","airline_icao"
"43.27","29.25","34542fab","4D2322","311","47000","454","","GL7T","9H-VIE","1710245140","JAI","LTN","VJT133","VJ","0","64","VJT133","VJT"
"36.12","44.42","3453ced2","4D22F5","162","47000","516","","GL7T","9H-VIB","1710245138","EWR","AUH","VJT783","VJ","0","0","VJT783","VJT"
"34.63","50.54","3454dc9c","","160","45000","482","","GLF4","","1710245139","","","","","0","-192","GLF4",""
"38.82","28.27","3454a0ce","486442","130","45000","458","","C56X","PH-GHZ","1710245141","ANR","LCA","","","0","0","PHGHZ",""
"40.15","32.24","3454aa5b","","99","45000","530","","FA7X","","1710245141","","","","","0","0","FA7X",""
"40.49","29.39","34548941","","284","45000","431","","GL7T","","1710245139","","","","","0","-64","GL7T",""
"47.8","2.47","3454c49c","A99A96","160","45000","510","","GLF5","N718JJ","1710245142","LTN","NCE","TFF924","TF","0","0","TFF924","TFF"
"42.68","1.47","3454eb61","45A94B","353","45000","424","","HA4T","OY-JJK","1710245140","PMI","BLL","","","0","64","JNJ5KC",""
"42.9","4.36","3454ee31","020199","212","45000","476","","CL30","CN-EMM","1710245140","GVA","CMN","","","0","64","CNEMM",""
"54.38","8.85","3454da6c","490D07","223","43025","439","","CL35","CS-CHG","1710245142","BMA","AGP","","","0","896","NJE661L","NJE"
"50.61","3.86","3454dfe4","","201","43000","452","","F2TH","","1710245141","","","","","0","-64","F2TH",""
"41.26","36.1","3454d402","440C58","262","43000","380","","F2TH","OE-HCY","1710245135","TBS","NCE","SKV111","SK","0","0","SKV111","SKV"
"33.81","35.46","3454ef5d","","259","43000","34","","GA6C","","1710245135","","","","","0","-64","GA6C",""
"47.1","7.79","3454d7a8","494106","148","43000","446","","E55P","CS-PHF","1710245142","LTN","BLQ","","","0","0","NJE429W","NJE"
"53.15","15.35","3454b68b","","198","43000","436","","E55P","","1710245140","","","","","0","0","E55P",""
"45.15","-0.63","3454c979","471841","30","43000","438","","C650","HA-JEV","1710245140","AGP","HAM","JSG259","JS","0","-128","JSG259","JSH"
"44.63","25.2","34547b17","500388","301","43000","485","","GL7T","T7-MAHA","1710245141","SHJ","LBG","","","0","-64","T7MAHA",""
"36.14","17.07","3454eabe","","334","43000","471","","GA6C","","1710245142","","","","","0","64","GA6C",""
"41.38","42.57","3454f0f3","49118D","260","43000","368","","F2TH","CS-DLM","1710245141","TBS","LCA","","","0","-64","NJE785U","NJE"
"45.68","12.22","345491e7","","328","43000","468","","GLF6","","1710245140","","","","","0","0","GLF6",""
"40.0","0.26","3454e1aa","48D000","61","43000","452","","CL35","SP-WAA","1710245139","AGP","KRK","","","0","0","JDI22R","JDI"
"36.64","23.62","34548e95","","307","43000","418","","GLF5","","1710245142","","","","","0","128","GLF5",""
"36.45","29.04","3454eecd","44B4A4","319","43000","413","","LJ45","OO-MED","1710245140","PFO","LGG","","","0","-64","OOMED",""
"46.68","-3.25","3454d165","49D407","187","43000","412","","E55P","OK-PHM","1710245142","HUY","AGP","","","0","0","OKPHM","AAN"
"53.81","-2.26","3454d116","A98B45","279","42975","410","","GLF3","N714DS","1710245141","RMS","","PH604","PH","0","-64","GRB604",""
"51.28","44.08","3454e42e","151F69","156","42125","518","","GL5T","RA-73577","1710245135","VKO","GYD","","","0","0","RLA7771",""
"45.6","6.49","3454e8ac","491187","136","41025","494","","F2TH","CS-DLG","1710245140","LBG","CIA","","","0","128","NJE608Q","NJE"
"38.62","28.98","3454eb15","06A10B","82","41025","561","","A359","A7-ALW","1710245140","ATH","DOH","QR204","QR","0","-128","QTR5M","QTR"
"44.57","26.38","3454ad72","8940A1","131","41000","497","","B789","A9C-FJ","1710245142","LHR","BAH","GF2","GF","0","-64","GFA002","GFA"
"59.96","-14.72","345422c5","39C494","111","41000","510","","A359","F-HREU","1710245139","SFO","ORY","BF711","BF","0","0","FBU75A","FBU"
"42.14","19.53","3454dfe3","","119","41000","470","","F2TH","","1710245141","","","","","0","0","F2TH",""
"44.72","19.71","345421fc","4BB184","116","41000","484","","B789","TC-LLD","1710245141","DTW","IST","TK206","TK","0","0","THY1GS","THY"
"54.0","17.48","345423d6","48AE02","131","41000","486","","B788","SP-LRC","1710245142","ORD","WAW","LO4","LO","0","-64","LOT4","LOT"
"44.38","24.06","3454ae4f","8963F7","114","41000","493","","A388","A6-EOZ","1710245140","LGW","DXB","EK12","EK","0","-64","UAE12","UAE"
"36.05","28.01","345409c6","738101","127","41000","515","","B788","4X-ERB","1710245141","JFK","TLV","LY8","LY","0","-64","ELY008","ELY"
"42.95","22.88","34540a23","4BB0EC","110","41000","515","","A359","TC-LGL","1710245141","ATL","IST","TK32","TK","0","0","THY32G","THY"
"34.22","28.04","3454e584","","334","41000","491","","GLF6","","1710245140","","","","","0","0","GLF6",""
