"latitude","longitude","id","icao_24bit","heading","altitude","ground_speed","squawk","aircraft_code","registration","time","origin_airport_iata","destination_airport_iata","number","airline_iata","on_ground","vertical_speed","callsign","airline_icao"
"42.37","29.6","3453ced2","4D22F5","122","47000","518","","GL7T","9H-VIB","1710239738","EWR","AUH","VJT783","VJ","0","0","VJT783","VJT"
"38.1","-1.03","34547eed","4D243C","245","45000","429","","CL35","9H-VCS","1710239741","SOF","RAK","VJT451","VJ","0","-64","VJT451","VJT"
"39.13","26.0","3454814c","06A1C6","130","45000","535","","GLF6","A7-CGA","1710239740","FAB","LCA","QE723","QE","0","0","QQE723","QQE"
"53.38","10.09","34549ce7","494104","222","45000","426","","E55P","CS-PHD","1710239742","HEL","LUX","","","0","0","NJE669A","NJE"
"45.34","17.05","3454a0ce","486442","117","45000","412","","C56X","PH-GHZ","1710239741","ANR","LCA","","","0","0","PHGHZ",""
"37.52","22.51","3454b072","398266","130","45000","459","","C25C","F-HATG","1710239741","TAR","","","","0","0","FHATG",""
"37.33","42.61","34548941","","335","45000","458","","GL7T","","1710239735","","","","","0","-64","GL7T",""
"53.68","-6.06","34540f20","","112","45000","522","","GLEX","","1710239740","","","","","0","-64","GLEX",""
"41.18","38.27","3454816e","600BCA","90","45000","643","","GLF5","4K-080","1710239743","BER","GYD","ESW77","ES","0","0","ESW77","ESW"
"41.64","42.8","34542fab","4D2322","265","44975","416","","GL7T","9H-VIE","1710239739","JAI","LTN","VJT133","VJ","0","0","VJT133","VJT"
"45.2","17.93","3454b17f","39ADEC","273","43000","454","","F2TH","F-HLPM","1710239742","OTP","CFE","","","0","0","FHLPM","BIB"
"37.09","24.44","34547eeb","","142","43000","501","","GLF5","","1710239741","","","","","0","-64","GLF5",""
"39.52","-0.43","34549965","","226","43000","447","","LJ75","","1710239740","","","","","0","64","LJ75",""
"41.9","42.82","34548c5c","142AF8","252","43000","430","","GLF6","RA-11000","1710239741","VKO","ISL","","","0","0","RLA1110",""
"41.65","20.69","3454a284","","106","43000","498","","CL30","","1710239742","","","","","0","128","CL30",""
"50.03","-9.35","3453f855","39CF11","91","43000","521","","A359","F-HTYR","1710239742","SJO","CDG","AF431","AF","0","0","AFR431","AFR"
"43.78","26.49","34547bad","06A0FF","120","43000","506","","A359","A7-ALK","1710239741","EDI","DOH","QR32","QR","0","0","QTR30C","QTR"
"49.6","2.03","3454b05d","49328A","319","43000","376","","C68A","CS-LTJ","1710239740","GVA","CBG","","","0","0","NJE445P","NJE"
"42.01","33.42","3454b495","4A5243","285","43000","404","","CL30","YR-TRC","1710239735","TZX","BER","TOY227","TO","0","0","TOY227","TOY"
"41.5","3.91","3454aa22","","67","43000","484","","CL35","","1710239740","","","","","0","0","CL35",""
"44.29","16.85","3454aa5b","","104","43000","478","","FA7X","","1710239740","","","","","0","0","FA7X",""
"60.21","-3.55","34548272","","283","43000","466","","GLF5","","1710239740","","","","","0","128","GLF5",""
"48.75","13.76","34549fdd","","294","43000","511","","GLF6","","1710239740","","","","","0","-64","GLF6",""
"44.08","23.6","3454549f","06A10A","287","43000","474","","A359","A7-ALV","1710239741","DOH","GVA","QR99","QR","0","0","QTR55Y","QTR"
"54.64","-13.01","3454c07b","4242F9","307","43000","464","","GLF6","VP-BMP","1710239741","SNN","STL","","","0","-64","VPBMP",""
"37.52","23.38","345491e7","","319","43000","474","","GLF6","","1710239742","","","","","0","-64","GLF6",""
"49.44","-3.24","3454abf6","AADF8E","282","43000","415","","GL5T","N80AK","1710239740","GVA","TEB","","","0","64","N80AK",""
"39.88","38.88","34547b17","500388","309","42975","432","","GL7T","T7-MAHA","1710239743","SHJ","LBG","","","0","-64","T7MAHA",""
"39.33","-12.02","34540a1b","34529A","82","42975","496","","B788","EC-MMY","1710239740","BOG","MAD","UX194","UX","0","64","AEA194","AEA"
"63.38","22.45","3454b68b","","200","42750","434","","E55P","","1710239742","","","","","0","192","E55P",""
"40.27","-16.34","3453df8b","346386","83","42004","516","","A359","EC-NGT","1710239735","MEX","MAD","IB6402","IB","0","0","IBE6402","IBE"
"47.09","7.73","3454bdd7","45AA77","38","41800","344","","C25A","OY-JSW","1710239742","CMF","RKE","","","0","640","FXT52W","FXT"
"43.63","26.43","3454837a","39B228","131","41000","465","","A332","F-HMRI","1710239740","PRG","IST","TK6296","TK","0","0","THY6296","CMA"
"38.84","22.99","3453fc56","740822","124","41000","513","","B788","JY-BAB","1710239740","YUL","AMM","RJ272","RJ","0","-128","RJA272","RJA"
"53.39","-6.04","3453d5da","4843F3","74","41000","516","","B772","PH-BQP","1710239742","GYE","AMS","KL753","KL","0","0","KLM753","KLM"
"40.69","34.91","34548351","06A0EA","115","41000","534","","A359","A7-AMK","1710239739","ZRH","DOH","QR94","QR","0","0","QTR094","QTR"
"46.52","13.71","3454ac4d","8963F1","111","41000","505","","A388","A6-EOT","1710239741","CDG","DXB","EK72","EK","0","-64","UAE25K","UAE"
"55.93","5.41","3454aca9","479227","32","41000","447","","B738","LN-NIN","1710239739","LGW","OSL","DY1303","DY","0","0","NOZ33B","NOZ"
"49.97","10.54","3454ad72","8940A1","102","41000","496","","B789","A9C-FJ","1710239740","LHR","BAH","GF2","GF","0","0","GFA002","GFA"
"50.3","-12.65","3453fa8f","3C6710","79","41000","538","","A359","D-AIXP","1710239739","MEX","MUC","LH521","LH","0","0","DLH521","DLH"
"49.73","8.1","3454ae4f","8963F7","110","41000","499","","A388","A6-EOZ","1710239741","LGW","DXB","EK12","EK","0","0","UAE12","UAE"
"53.39","-4.36","3453f30d","A4CE71","105","41000","518","","A339","N409DX","1710239741","SEA","LHR","DL20","DL","0","0","DAL20","DAL"
"36.02","-4.96","345489ea","3CF62A","218","41000","434","","LJ45","D-CUNI","1710239741","MST","AGA","UNI137","UN","0","-64","UNI137","UNI"
"35.17","23.64","345489c7","4CC4C5","149","41000","497","","B744","TF-AMN","1710239742","HHN","NBO","","","0","-64","ABD321P",""
"45.11","24.71","345487ab","06A0B8","126","41000","501","","B788","A7-BCT","1710239741","BHX","DOH","QR36","QR","0","0","QTR66C","QTR"
"63.57","-9.59","3454b978","48597E","124","41000","439","","B738","PH-HXO","1710239743","AEY","AMS","HV106","HV","0","0","TRA106","TRA"
"53.49","6.28","3454ba3e","4CACCA","53","41000","447","","CRJ9","EI-FPV","1710239739","BHX","CPH","SK2534","SK","0","0","SAS2534","SAS"
"44.01","25.18","3454684c","06A10D","115","41000","504","","A359","A7-ALY","1710239742","LHR","DOH","QR6","QR","0","0","QTR47U","QTR"
"50.48","-7.67","34541f33","407698","84","41000","536","","A35K","G-VJAM","1710239741","MIA","LHR","VS6","VS","0","0","VIR6J","VIR"
"41.03","-14.63","34542275","346390","83","41000","481","","A359","EC-NGY","1710239735","CUN","MAD","E9814","E9","0","0","EVE814","EVE"
"61.12","-0.87","345423d6","48AE02","105","41000","500","","B788","SP-LRC","1710239741","ORD","WAW","LO4","LO","0","-64","LOT4","LOT"
"44.43","19.32","3453ffab","4BB0F0","118","41000","489","","A359","TC-LGP","1710239741","IAD","IST","TK8","TK","0","64","THY8","THY"
"60.21","-14.92","34540004","406E11","107","41000","493","","B789","G-VOWS","1710239739","SFO","LHR","VS20","VS","0","0","VIR20V","VIR"
"41.57","32.44","34548006","732541","114","41000","512","","A332","EP-IJA","1710239741","CDG","IKA","IR732","IR","0","0","IRA732","IRA"
"40.92","34.33","34547e47","06A2ED","118","41000","530","","B789","A7-BHJ","1710239741","CPH","DOH","QR162","QR","0","-64","QTR49Q","QTR"
"39.07","20.31","34547c9f","","126","41000","494","","CL35","","1710239740","","","","","0","64","CL35",""
"46.7","18.82","3454093c","89618F","116","41000","486","","A388","A6-EEP","1710239740","JFK","DXB","EK202","EK","0","0","UAE8UW","UAE"
"48.0","6.68","34540a23","4BB0EC","104","41000","510","","A359","TC-LGL","1710239741","ATL","IST","TK32","TK","0","0","THY32G","THY"
"41.67","26.96","345479e4","43C6F7","124","41000","492","","A332","ZZ334","1710239739","BZZ","AKT","RRR2302","RR","0","-64","RRR2302","RRR"
"40.51","36.37","345479ae","06A0A9","116","41000","550","","B788","A7-BCE","1710239741","ARN","DOH","QR170","QR","0","-64","QTR53R","QTR"
"59.15","-11.09","34540d5e","40688F","104","41000","505","","B788","G-ZBJB","1710239742","PDX","LHR","BA266","BA","0","0","BAW26V","BAW"
"43.74","16.96","3454b7be","","98","41000","467","","E35L","","1710239740","","","","","0","0","E35L",""
"41.53","33.49","345473c0","06A2EB","114","41000","518","","B789","A7-BHH","1710239743","OSL","DOH","QR180","QR","0","0","QTR44C","QTR"
"49.06","6.2","3454b972","4863CF","160","41000","450","","PC24","PH-DVK","1710239739","AMS","CEQ","","","0","0","PHDVK",""
"44.78","22.89","34549d41","4BCDE4","112","41000","451","","B738","TC-SOD","1710239739","FRA","ESB","XQ793","XQ","0","64","SXS2FC","SXS"
"46.69","16.97","345497fc","06A0B1","118","41000","498","","B788","A7-BCM","1710239742","LGW","DOH","QR330","QR","0","0","QTR42Y","QTR"
"39.68","19.27","345497e0","3003D0","126","41000","463","","C56X","I-CNDG","1710239740","MXP","ATH","","","0","0","SSR38MA","SSR"
"50.25","15.37","34549dac","896186","124","41000","479","","A388","A6-EEG","1710239740","MAN","DXB","EK22","EK","0","128","UAE6AQ","UAE"
"46.02","25.05","34538a81","06A12F","136","41000","478","","A35K","A7-ANS","1710239740","SFO","DOH","QR738","QR","0","0","QTR67V","QTR"
"45.87","17.44","34549ad1","8005EF","122","41000","494","","B788","VT-ANE","1710239742","LHR","DEL","AI162","AI","0","-64","AIC162","AIC"
"47.45","14.81","34549c28","896462","116","41000","488","","A388","A6-APG","1710239739","LHR","AUH","EY12","EY","0","0","ETD81C","ETD"
"39.34","-0.74","3454a28b","E49770","232","41000","424","","E550","PS-JAJ","1710239742","GOA","","","","0","0","PSJAJ",""
"45.86","19.61","345494be","06A149","116","41000","488","","A388","A7-APH","1710239739","LHR","DOH","QR10","QR","0","-64","QTR50H","QTR"
