"latitude","longitude","id","icao_24bit","heading","altitude","ground_speed","squawk","aircraft_code","registration","time","origin_airport_iata","destination_airport_iata","number","airline_iata","on_ground","vertical_speed","callsign","airline_icao"
"45.35","16.18","34553096","06A1C6","308","47000","474","","GLF6","A7-CGA","1710257739","LCA","ZRH","QE723","QE","0","0","","QQE"
"53.94","13.93","34553f2f","39C642","22","45000","390","","C25A","F-HRSC","1710257742","NCE","RVN","","","0","0","FHRSC",""
"41.15","40.86","345558f4","","75","45000","560","","GA6C","","1710257739","","","","","0","0","GA6C",""
"51.13","2.1","34559597","","100","45000","540","","GLF6","","1710257740","","","","","0","-64","GLF6",""
"47.52","-5.86","34543e26","4D0233","104","45000","492","","FA8X","LX-LXL","1710257741","SBD","PSA","","","0","0","SVW51XL","SVW"
"39.24","6.04","3454501d","008BA5","350","44900","444","","GLEX","ZS-EKA","1710257740","JNB","FAB","","","0","1152","OPM007","OPM"
"49.66","2.89","34557af6","3CC004","321","44775","400","","LJ45","D-CAAE","1710257739","TRN","LBA","UNI131","UN","0","128","UNI131","UNI"
"40.91","-0.65","34553d4d","","250","43000","424","","CL35","","1710257741","","","","","0","0","CL35",""
"46.15","17.72","34559425","3CCD40","309","43000","378","","C25B","D-CFAM","1710257740","BEG","RBM","","","0","0","DCFAM",""
"49.36","1.66","34553ab7","49328E","33","43000","425","","C68A","CS-LTN","1710257740","IBZ","AMS","","","0","0","NJE670A","NJE"
"46.85","19.1","34556809","","306","43000","496","","GL7T","","1710257740","","","","","0","-64","GL7T",""
"42.72","-0.17","345587c9","3CC2BC","53","43000","454","","C680","D-CBAY","1710257741","","","","","0","-64","DCBAY","MCK"
"55.49","7.79","34555abd","461F54","235","43000","466","","A359","OH-LWM","1710257740","HEL","LHR","AY1337","AY","0","0","FIN7WG","FIN"
"45.23","-4.93","34551ba1","3CEFBD","49","43000","427","","C56X","D-CSCB","1710257740","FNC","LBG","SCR187","SC","0","0","SCR187","SCR"
"53.54","-2.28","34548e95","","275","43000","432","","GLF5","","1710257740","","","","","0","0","GLF5",""
"61.9","10.57","34559c14","","189","43000","432","","F2TH","","1710257739","","","","","0","0","F2TH",""
"39.06","36.19","34556380","","97","43000","593","","GA5C","","1710257719","","","","","0","-64","GA5C",""
"33.68","-10.99","3454a25c","","35","43000","510","","GLEX","","1710257741","","","","","0","-128","GLEX",""
"56.03","-15.45","3454f897","","277","43000","461","","GL7T","","1710257743","","","","","0","0","GL7T",""
