"latitude","longitude","id","icao_24bit","heading","altitude","ground_speed","squawk","aircraft_code","registration","time","origin_airport_iata","destination_airport_iata","number","airline_iata","on_ground","vertical_speed","callsign","airline_icao"
"38.51","19.04","345383a2","","102","47000","552","","GLF6","","1710228940","","","","","0","64","GLF6",""
"39.92","21.57","34543d28","","140","45000","527","","GL7T","","1710228940","","","","","0","-128","GL7T",""
"34.3","27.53","34540098","4D238A","308","45000","401","","E550","9H-KFX","1710228940","DOH","SIR","","","0","0","FJO65K","LXJ"
"47.89","6.54","34547306","398266","119","45000","457","","C25C","F-HATG","1710228941","LBG","TAR","","","0","-64","FHATG",""
"46.62","17.1","34543af0","","117","45000","514","","GL7T","","1710228941","","","","","0","-64","GL7T",""
"52.01","-4.82","3453ced2","4D22F5","98","45000","520","","GL7T","9H-VIB","1710228940","EWR","AUH","VJT783","VJ","0","64","VJT783","VJT"
"55.06","-14.06","34540935","","83","45000","520","","GL7T","","1710228941","","","","","0","-64","GL7T",""
"40.88","-10.75","3453cacd","","93","45000","490","","GLEX","","1710228941","","","","","0","64","GLEX",""
"52.04","-2.46","34545591","3008D2","300","43000","441","","GLEX","I-WLFZ","1710228942","LIN","EWR","SIO231","SI","0","0","SIO231","SIO"
"53.27","-1.42","3453d5ae","","100","43000","483","","FA7X","","1710228942","","","","","0","0","FA7X",""
"42.28","50.18","34545abe","4A5243","234","43000","422","","CL30","YR-TRC","1710228939","AKX","","TOY226","TO","0","0","TOY226","TOY"
"52.04","-6.02","3453e905","406A9F","110","43000","520","","B788","G-ZBJH","1710228941","BWI","LHR","BA228","BA","0","0","BAW2LJ","BAW"
"50.73","-11.43","3454012c","","98","43000","557","","GL7T","","1710228942","","","","","0","0","GL7T",""
"40.53","32.01","345417ae","","291","43000","387","","F2TH","","1710228940","","","","","0","64","F2TH",""
"42.2","23.76","34544e04","44B4A4","137","43000","464","","LJ45","OO-MED","1710228939","LGG","PFO","","","0","0","OOMED",""
"39.58","1.98","3454646c","0A0081","352","43000","359","","C56X","7T-VNC","1710228941","ALG","LBG","","","0","-64","7TVNC",""
"56.01","6.94","34545336","461F55","235","43000","470","","A359","OH-LWN","1710228942","HEL","LHR","AY1331","AY","0","0","FIN3ML","FIN"
"45.41","21.77","3454586a","4BB961","308","43000","446","","GLF4","TC-NKA","1710228941","SAW","FAB","","","0","-64","EAJ01","EAJ"
"48.95","5.62","34544fd4","4D02E0","340","42975","360","","PC24","LX-PCG","1710228940","PSA","LCY","","","0","0","JFA86D","JFA"
