"latitude","longitude","id","icao_24bit","heading","altitude","ground_speed","squawk","aircraft_code","registration","time","origin_airport_iata","destination_airport_iata","number","airline_iata","on_ground","vertical_speed","callsign","airline_icao"
"45.72","-13.96","345397e0","","80","47000","508","","GL5T","","1710221743","","","","","0","0","GL5T",""
"42.52","-4.13","345383a2","","101","45000","524","","GLF6","","1710221740","","","","","0","0","GLF6",""
"52.67","-9.31","3453b782","","105","45000","495","","GLF4","","1710221740","","","","","0","64","GLF4",""
"43.36","13.43","345392b7","","307","45000","475","","GLF6","","1710221741","","","","","0","-64","GLF6",""
"49.54","10.45","34534cfc","801593","293","43000","498","","GL7T","VT-PRI","1710221742","BOM","LTN","","","0","-64","VTPRI",""
"39.85","-6.43","34532e8e","AAA6E4","69","42975","505","","B788","N786AV","1710221740","BOG","BCN","AV18","AV","0","0","AVA018","AVA"
"49.05","-13.43","3453966e","39B493","84","41008","530","","A359","F-HNET","1710221735","SDQ","ORY","TX554","TX","0","0","FWI54X","FWI"
"54.45","-12.24","3453c159","C079A1","110","41000","508","","A333","C-GUBO","1710221741","YUL","CDG","TS110","TS","0","0","TSC110","TSC"
"34.19","45.19","34544375","728678","176","41000","467","","B38M","YI-ASX","1710221740","EBL","DXB","IA107","IA","0","0","IAW107","IAW"
"50.67","-11.28","345343d4","39C429","100","41000","533","","B789","F-HRBJ","1710221742","RDU","CDG","AF693","AF","0","0","AFR693X","AFR"
"36.51","-4.02","3453743d","02013C","233","41000","454","","B789","CN-RAM","1710221740","DOH","CMN","AT217","AT","0","0","RAM217","RAM"
"44.42","25.45","3453cc14","80165C","122","41000","455","","B38M","VT-BXN","1710221740","KEF","KWI","IX4","IX","0","0","AXB004",""
"50.54","-14.2","3453cf68","400773","76","41000","529","","B772","G-VIIV","1710221735","BDA","LHR","BA158","BA","0","0","BAW18B","BAW"
"45.23","22.96","3454241d","04015C","118","41000","492","","B77L","ET-AVT","1710221739","LGG","BOM","ET3610","ET","0","0","ETH3610","ETH"
"51.03","-16.03","3453d66d","A88D1C","91","41000","567","","GLF6","N650DY","1710221743","TEB","LBG","","","0","0","N650DY","MLN"
"52.1","-6.52","3453a5bc","405BFD","108","41000","535","","B772","G-YMMT","1710221741","PHL","LHR","BA66","BA","0","0","BAW9NF","BAW"
"37.83","-15.89","345384a7","4952AF","75","41000","483","","A339","CS-TUO","1710221735","CCS","LIS","TP172","TP","0","0","TAP172","TAP"
"61.51","6.1","34538f31","478F5C","101","41000","480","","A333","LN-RKM","1710221742","EWR","ARN","SK904","SK","0","0","SAS904","SAS"
"54.92","-9.1","34539b6c","ABB007","122","41000","499","","A332","N852NW","1710221742","DTW","LHR","DL16","DL","0","0","DAL16","DAL"
"50.32","9.52","345440d7","3CC006","320","41000","410","","E55P","D-CAAG","1710221742","MUC","AMS","","","0","0","AZE72XJ","AZE"
"51.4","-5.51","3453a1ea","44CCC5","105","41000","549","","A333","OO-SFE","1710221740","JFK","BRU","SN502","SN","0","64","BEL52B","BEL"
"52.79","-12.42","3453a78f","AB148E","115","41000","528","","B788","N813AN","1710221740","PHL","CDG","AA754","AA","0","64","AAL754","AAL"
"37.35","26.89","34532b10","738103","136","40975","495","","B788","4X-ERD","1710221741","EWR","TLV","LY28","LY","0","0","ELY028","ELY"
"52.3","-4.07","3453a2f0","AAF47D","118","40975","549","","B788","N805AN","1710221740","PHL","FCO","AA718","AA","0","64","AAL718","AAL"
"49.27","-13.77","345395e4","39CE24","84","40004","510","","A359","F-HTRE","1710221739","PUJ","ORY","TX607","TX","0","0","FWI607","FWI"
"45.2","13.23","3452707c","789242","261","40000","478","","A359","B-LQE","1710221741","HKG","MAD","CX315","CX","0","0","CPA315","CPA"
"46.7","4.05","345368a8","39CF0B","353","40000","432","","A359","F-HTYL","1710221742","FIH","CDG","AF756","AF","0","0","AFR756","AFR"
"48.45","16.0","34526e8b","789232","307","40000","488","","A35K","B-LXL","1710221740","HKG","FRA","CX289","CX","0","0","CPA289","CPA"
"36.37","-11.06","34535540","4952B3","39","40000","485","","A339","CS-TUS","1710221742","BSB","LIS","TP58","TP","0","0","TAP058","TAP"
