"latitude","longitude","id","icao_24bit","heading","altitude","ground_speed","squawk","aircraft_code","registration","time","origin_airport_iata","destination_airport_iata","number","airline_iata","on_ground","vertical_speed","callsign","airline_icao"
"39.56","-16.67","34539ab2","AAC33E","252","39000","442","","B788","N793AV","1710205535","MAD","BOG","AV47","AV","0","0","AVA047","AVA"
"33.59","-16.33","34539139","346045","230","35000","430","","A332","EC-MYA","1710205542","MAD","MVD","IB6011","IB","0","0","IBE6011",""
"41.0","-16.28","3452a5d5","345353","88","39000","515","","B788","EC-MOM","1710205535","SAP","MAD","UX16","UX","0","0","AEA016","AEA"
"33.71","-16.15","3453971a","34659A","230","36000","450","","A359","EC-NMZ","1710205542","MAD","EZE","IB6841","IB","0","0","IBE6841","IBE"
"34.59","-15.21","34535be8","4841C5","213","31000","475","","B744","PH-CKC","1710205542","AMS","VCP","MP6911","MP","0","0","MPH6911","KLM"
"37.57","-13.27","3453a836","E8044F","247","35050","457","","B789","CC-BGI","1710205543","MAD","LIM","LA2485","LA","0","0","LPE2485","LAN"
"69.87","-12.63","3451f78f","86E778","140","38996","485","","B789","JA871A","1710205535","HND","FRA","NH203","NH","0","0","ANA203","ANA"
"63.03","-11.02","34537a1b","896172","282","30000","492","","B77L","A6-EFL","1710205543","CPH","ORD","EK9917","EK","0","0","UAE9917","UAE"
"50.49","-10.14","34529902","8964A1","101","35000","545","","B77W","A6-EQI","1710205540","DFW","DXB","EK222","EK","0","0","UAE4M","UAE"
"38.13","-9.2","3453b709","346385","234","32975","474","","B789","EC-NGN","1710205542","MAD","EZE","UX41","UX","0","0","AEA041","AEA"
"38.78","-9.14","3453a107","496C6A","343","0","0","","GRND","","1710205540","LIS","","","","1","0","MN084",""
"38.77","-9.13","3453a70d","496C29","129","0","0","","GRND","","1710205503","LIS","","","","1","0","FM007",""
"41.33","-8.88","34538c0f","4ACA8B","21","36000","441","","B38M","SE-RTK","1710205542","TFS","HEL","D82879","D8","0","0","NSZ9LH","NOZ"
"37.16","-8.61","3453a416","49003D","180","0","0","","GRND","DU23F","1710205542","","","","","1","0","",""
"33.95","-8.3","3453af14","4CAE05","40","38000","457","","B38M","EI-RZE","1710205540","TFS","MXP","NO1461","NO","0","-64","NOS1461","NOS"
"42.36","-8.12","345385d1","461FA0","35","31975","447","","A321","OH-LZK","1710205540","LPA","HEL","AY1724","AY","0","0","FIN18T","FIN"
"49.97","-6.51","3452ca05","896598","104","37000","544","","A35K","A6-XWC","1710205542","ORD","AUH","EY150","EY","0","0","ETD76T","ETD"
"33.82","-6.34","3453d3d6","4BC882","73","24925","451","","A21N","TC-RDB","1710205542","CMN","SAW","PC652","PC","0","1664","PGT652","PGT"
"53.42","-6.25","3453ac1c","4CA295","208","0","4","","A320","EI-DEO","1710205541","DUB","","","","1","0","EIDEO","EIN"
"54.66","-6.22","3453bc9b","4006F5","244","0","0","","B733","G-JMCT","1710205460","EMA","BFS","","","1","0","NPT7B","NPT"
"55.57","-6.05","3453d543","AE117D","295","21875","327","","C17","02-1111","1710205538","","","RCH315","RC","0","1856","RCH315","RCH"
"34.12","-5.0","3453cf5d","010247","73","33025","486","","A21N","SU-GFW","1710205539","CMN","CAI","MS862","MS","0","0","MSR862","MSR"
"53.44","-4.64","3453c79a","4B012E","279","16025","244","","AT72","HB-ALQ","1710205540","BHX","DUB","XM358","XM","0","0","IMX358","IMX"
"36.68","-4.5","3453ac71","3413C2","208","0","0","","GRND","","1710205538","","","","","1","0","H8",""
"36.68","-4.49","3453d0a3","4CA622","45","0","0","","B738","EI-DWV","1710205539","AGP","","","","1","0","","RYR"
"40.6","-3.97","3453ce4a","34740F","241","13400","363","","B788","EC-NZG","1710205541","MAD","UIO","UX39","UX","0","2112","AEA039","AEA"
"40.5","-3.7","3453c57e","10C307D4","0","0","0","","GLID","WW-MP","1710205521","","","","","1","0","WWMP",""
"40.5","-3.7","3453c4b8","10C3088C","0","0","0","","GLID","IGC-16","1710205538","","","","","1","0","IGC16",""
"40.48","-3.54","34539ffc","341682","180","0","16","","A320","EC-ILQ","1710205541","MAD","","","","1","0","","IBS"
"40.46","-3.54","34536f98","344305","45","0","0","","A333","EC-LUK","1710205537","MAD","","","","1","0","","IBE"
"50.77","-3.28","345283c6","4007EC","99","33900","512","","B772","G-YMMA","1710205540","CUN","LGW","BA2202","BA","0","-1920","BAW2202","BAW"
"55.01","-3.11","3453c988","406E73","334","21625","376","","B734","G-JMCZ","1710205541","EMA","EDI","","","0","-2368","NPT4N","NPT"
"53.36","-2.27","3453a863","4258BE","87","0","0","","GRND","","1710205542","","","","","1","0","RANGER1",""
"34.79","-1.94","3453a9c6","01015C","61","0","0","","A333","SU-GDT","1710205541","OUD","CAI","MS3016","MS","1","0","MSR3016","MSR"
"52.45","-1.75","3453d311","424A7D","101","0","17","","GRND","","1710205542","","","","","1","0","RANGER5",""
"52.46","-1.74","34538ff7","424A7C","210","0","0","","GRND","","1710205538","","","","","1","0","RANGER4",""
"54.61","-1.72","3453c16e","407FC4","10","12100","308","","E170","G-CMPI","1710205542","LTN","NCL","T39426","T3","0","-1664","EZE9426","EZE"
"48.92","-1.63","3453aaec","C2B5AD","111","25000","363","","C30J","130614","1710205541","","","CFC2591","CF","0","0","CFC2591","CFC"
"52.83","-1.33","3453d561","405F32","87","0","22","","B763","G-DHLE","1710205541","EMA","BRU","D036","D0","1","0","DHK036","DHK"
"38.94","-0.92","34532551","3444D0","29","36050","440","","A320","EC-MBD","1710205540","BJL","BCN","VY7575","VY","0","64","VLG7575","VLG"
"38.19","-0.77","3453499d","020145","246","37025","419","","A320","CN-NMO","1710205539","SAW","CMN","3O438","3O","0","64","MAC438","ABY"
"53.17","-0.53","3453c565","43C39D","30","0","0","","R135","ZZ666","1710205540","WTN","","RRR7206","RR","1","0","RRR7206","RFR"
"51.47","-0.48","3453b0f1","4008AE","346","0","0","","A319","G-EUPO","1710205540","LHR","","","","1","0","BAW327X","BAW"
"51.48","-0.42","3453c403","407979","180","0","0","","B78X","G-ZBLC","1710205541","LHR","","","","1","0","GZBLC","BAW"
