"latitude","longitude","id","icao_24bit","heading","altitude","ground_speed","squawk","aircraft_code","registration","time","origin_airport_iata","destination_airport_iata","number","airline_iata","on_ground","vertical_speed","callsign","airline_icao"
"39.75","13.37","345383a2","","103","47000","549","","GLF6","","1710227142","","","","","0","64","GLF6",""
"49.07","-1.18","3453dae4","","105","45000","515","","GLF6","","1710227141","","","","","0","64","GLF6",""
"52.73","-11.84","3453ced2","4D22F5","98","45000","528","","GL7T","9H-VIB","1710227140","EWR","AUH","VJT783","VJ","0","64","VJT783","VJT"
"48.47","11.34","34543af0","","112","45000","522","","GL7T","","1710227141","","","","","0","-64","GL7T",""
"42.98","17.42","34543d28","","129","45000","527","","GL7T","","1710227141","","","","","0","0","GL7T",""
"41.03","-16.23","3453cacd","","89","44996","490","","GLEX","","1710227139","","","","","0","0","GLEX",""
"43.18","25.82","3454586a","4BB961","302","43000","433","","GLF4","TC-NKA","1710227141","SAW","FAB","","","0","0","EAJ01","EAJ"
"39.24","35.81","345417ae","","296","43000","370","","F2TH","","1710227142","","","","","0","64","F2TH",""
"50.03","2.46","34545591","3008D2","320","43000","448","","GLEX","I-WLFZ","1710227141","LIN","EWR","SIO231","SI","0","-64","SIO231","SIO"
"37.58","-8.67","3454595a","346181","214","43000","456","","B789","EC-NBX","1710227141","MAD","TFN","UX9059","UX","0","0","AEA9059","AEA"
"44.3","-14.82","345451ca","4D2122","283","43000","422","","GLEX","9H-NBB","1710227139","MAD","HPN","","","0","0","EAU53B",""
"56.67","2.0","3453d730","4ACA65","95","43000","497","","A359","SE-RSE","1710227140","EWR","CPH","SK910","SK","0","0","SAS910","SAS"
"58.05","13.04","34545336","461F55","241","43000","470","","A359","OH-LWN","1710227142","HEL","LHR","AY1331","AY","0","0","FIN3ML","FIN"
"45.47","52.79","34545abe","4A5243","209","43000","446","","CL30","YR-TRC","1710227140","AKX","","TOY226","TO","0","0","TOY226","TOY"
"53.45","-8.26","3453d5ae","","85","43000","496","","FA7X","","1710227140","","","","","0","0","FA7X",""
"44.75","19.78","34544e04","44B4A4","128","43000","465","","LJ45","OO-MED","1710227140","LGG","PFO","","","0","0","OOMED",""
"52.85","-13.01","3453e905","406A9F","97","42975","530","","B788","G-ZBJH","1710227141","BWI","LHR","BA228","BA","0","0","BAW2LJ","BAW"
"46.12","7.22","34544fd4","4D02E0","326","42975","362","","PC24","LX-PCG","1710227141","PSA","LCY","","","0","0","JFA86D","JFA"
"44.62","-13.83","3453d2b0","399C15","51","41004","495","","A359","F-HHAV","1710227135","PTP","ORY","TX543","TX","0","0","FWI43M","FWI"
"42.24","6.65","34545706","3964E9","133","41000","494","","B738","F-GZHJ","1710227142","ORY","SFA","TO8098","TO","0","0","TVF8098","TRA"
"45.23","3.25","34545cfe","3E1DCB","228","41000","413","","C25A","D-ICMD","1710227142","ZQW","FAO","","","0","128","DICMD",""
"53.86","-3.27","3453ba1f","A2CA5D","104","41000","516","","B788","N27901","1710227140","ORD","AMS","UA909","UA","0","0","UAL909","UAL"
"43.71","25.39","345452f4","4891A6","154","41000","440","","B738","SP-ENG","1710227139","KTW","HRG","E45873","E4","0","0","ENT5873","ENT"
"47.1","22.11","34545399","489220","159","41000","446","","B738","SP-ESA","1710227141","GDN","HRG","E45647","E4","0","0","ENT5647","ENT"
"53.63","-7.18","34539c83","3C6708","97","41000","535","","A359","D-AIXH","1710227140","DEN","MUC","LH481","LH","0","0","DLH481","DLH"
"47.37","-4.87","3453a30a","4D243D","105","41000","539","","GL7T","9H-VIO","1710227139","HPN","GVA","VJT793","VJ","0","-64","VJT793","VJT"
"59.56","-15.62","3453a6c9","484410","113","41000","468","","A332","PH-AOB","1710227135","YVR","AMS","KL682","KL","0","0","KLM682","KLM"
"39.81","38.5","3454241d","04015C","111","41000","535","","B77L","ET-AVT","1710227142","LGG","BOM","ET3610","ET","0","0","ETH3610","ETH"
"36.25","-15.68","3453e9c7","02013D","103","41000","499","","B789","CN-RGX","1710227139","YUL","CMN","AT209","AT","0","-64","RAM209M","RAM"
"50.72","4.3","3453b0b0","3C6704","104","41000","518","","A359","D-AIXD","1710227139","CLT","MUC","LH429","LH","0","0","DLH429","DLH"
"46.66","1.35","34545fb7","4CA80F","214","41000","464","","B738","EI-EKO","1710227140","CRL","SDR","FR6057","FR","0","0","RYR64TE","RYR"
"38.66","39.63","3453cc14","80165C","99","41000","508","","B38M","VT-BXN","1710227142","KEF","KWI","IX4","IX","0","0","AXB004",""
"46.32","14.1","34544f4d","","131","41000","516","","GLF6","","1710227142","","","","","0","0","GLF6",""
"48.32","7.29","34545faa","48455D","154","41000","481","","B737","PH-BGF","1710227141","AMS","FCO","KL1597","KL","0","64","KLM19U","KLM"
"48.77","-6.9","3453e566","C07996","113","41000","516","","A332","C-GUBD","1710227141","YUL","","TS42","TS","0","0","TSC42","TSC"
"56.8","17.31","345465fe","","184","41000","440","","CL60","","1710227140","","","","","0","0","CL60",""
"49.27","-2.29","3453ce9b","4B1880","104","41000","522","","A333","HB-JHG","1710227140","JFK","GVA","LX23","LX","0","-64","SWR23A","SWR"
"47.56","45.59","34542166","","334","41000","401","","E35L","","1710227142","","","","","0","-64","E35L",""
"51.82","-2.32","3453e334","3C66C1","100","41000","545","","A359","D-AIVA","1710227141","YUL","MUC","LH475","LH","0","0","DLH475","DLH"
"55.37","-10.77","3453ee9e","4007F4","106","41000","505","","B772","G-YMMI","1710227140","YUL","LHR","BA94","BA","0","0","BAW9EW","BAW"
"49.25","-15.18","3453bcfc","4007F2","72","41000","516","","B772","G-YMMG","1710227139","POS","LGW","BA2238","BA","0","0","BAW2238","BAW"
"63.16","-11.37","34537cee","4ACA63","104","41000","495","","A359","SE-RSC","1710227143","LAX","CPH","SK932","SK","0","0","SAS932","SAS"
"53.12","-10.28","34536f5c","4067F8","79","40975","532","","B788","G-TUID","1710227141","PVR","MAN","BY187","BY","0","-64","TOM187","TUI"
"51.0","-15.16","3453d2b2","406891","91","40975","557","","B788","G-ZBJD","1710227131","BNA","LHR","BA222","BA","0","-64","BAW22E","BAW"
"38.35","-13.58","3453b678","347297","73","40050","475","","A332","EC-NUL","1710227141","CCS","MAD","PU702","PU","0","-64","PUE702","PUE"
"55.86","12.37","3454501e","461E1B","230","40000","430","","E190","OH-LKL","1710227139","HEL","BRU","AY1541","AY","0","0","FIN52V","FIN"
"39.4","41.55","34544fff","7335A5","283","40000","384","","A346","EP-MME","1710227141","IKA","IST","W5116","W5","0","0","IRM116","IRM"
"39.77","21.72","34537745","39CF0C","313","40000","462","","A359","F-HTYM","1710227140","TNR","CDG","AF935","AF","0","0","AFR935","AFR"
"41.96","33.65","345408c7","503D6D","287","40000","386","","A332","LY-TKL","1710227138","TAS","IST","HY271","HY","0","0","UZB271","UZB"
"48.88","6.04","345461fa","484163","352","40000","402","","B738","PH-BXK","1710227141","GVA","AMS","KL1924","KL","0","-64","KLM48Y","KLM"
"41.99","49.64","34543990","4BA930","234","40000","435","","A332","TC-JIP","1710227142","TAS","IST","TK369","TK","0","0","THY369","THY"
"35.56","44.12","345437fd","8963E5","338","40000","431","","A388","A6-EOH","1710227142","DXB","ZRH","EK87","EK","0","0","UAE36P","UAE"
"54.38","-9.04","3453c0fc","A4B827","110","40000","505","","A339","N403DX","1710227141","MSP","AMS","DL162","DL","0","0","DAL162","DAL"
"42.76","-8.07","3453d4c5","AAE958","123","40000","497","","B788","N802AN","1710227142","PHL","MAD","AA740","AA","0","0","AAL740","AAL"
"36.08","30.82","34542e59","4BB1E1","358","40000","476","","A333","TC-LOA","1710227142","JED","IST","TK97","TK","0","0","THY097","THY"
"38.39","15.24","3454302d","4BA9C9","249","40000","415","","A333","TC-JNI","1710227140","IST","ALG","TK651","TK","0","0","THY1YW","THY"
"35.68","43.47","34543e62","06A10B","337","40000","430","","A359","A7-ALW","1710227138","DOH","ATH","QR203","QR","0","0","QTR7P","QTR"
"40.83","37.97","3453a97e","4BB1E7","288","40000","398","","A333","TC-LOG","1710227143","ISB","IST","TK711","TK","0","0","THY8LG","THY"
"53.19","7.84","3454441a","39E686","222","40000","442","","BCS3","F-HZUG","1710227141","CPH","CDG","AF1351","AF","0","0","AFR19AQ","AFR"
"46.83","20.88","345444c7","4BA92F","321","40000","472","","A332","TC-JIO","1710227141","IST","AMS","TK1951","TK","0","0","THY43D","THY"
"45.19","22.16","3454459d","4BB0E8","308","40000","480","","A359","TC-LGH","1710227140","IST","LHR","TK1979","TK","0","0","THY1RV","THY"
"46.03","20.63","345446fc","4BA933","307","40000","467","","A332","TC-JIS","1710227140","IST","ZRH","TK1907","TK","0","0","THY20D","THY"
"43.07","29.66","345429c9","48AE80","316","40000","426","","B738","SP-LWA","1710227136","GYD","WAW","LO722","LO","0","64","LOT7KT","LOT"
"48.2","4.81","34544871","4CAE11","310","40000","386","","BCS1","EI-HLA","1710227140","LIN","LCY","AZ218","AZ","0","0","ITY218","ITY"
"34.27","44.46","34543f67","06A0AB","342","40000","440","","B788","A7-BCG","1710227142","DOH","WAW","QR259","QR","0","-64","QTR27K","QTR"
"42.8","-1.81","3453b887","AC3448","116","40000","517","","B788","N886BR","1710227141","PHL","BCN","AA742","AA","0","0","AAL742","AAL"
"38.78","6.13","3453b832","04C159","351","40000","426","","B788","5Y-KZG","1710227141","NBO","LHR","KQ102","KQ","0","-64","KQA102","KQA"
"36.36","8.85","3453efd2","0A0046","277","40000","412","","A332","7T-VJX","1710227140","JED","ALG","AH461","AH","0","0","DAH461","DAH"
"59.42","-1.35","3454513e","48597E","333","40000","444","","B738","PH-HXO","1710227140","AMS","AEY","HV105","HV","0","0","TRA105","TRA"
"50.3","7.62","3452dabc","750449","292","40000","464","","A359","9M-MAB","1710227138","KUL","LHR","MH2","MH","0","64","MAS2","MAS"
"53.02","-16.52","3453f037","400683","90","40000","535","","B772","G-VIIK","1710227135","JFK","LHR","BA172","BA","0","64","BAW172","BAW"
"51.38","5.78","3452babd","76CD45","283","40000","456","","A359","9V-SJE","1710227140","SIN","MAN","SQ52","SQ","0","0","SIA52","SIA"
"46.99","16.47","34545fac","472FCF","273","40000","428","","C56X","HA-SCT","1710227142","TGM","LIN","JSG560","JS","0","0","JSG560","JSH"
"46.68","22.7","34545aa7","4BB1E6","313","40000","464","","A333","TC-LOF","1710227136","IST","BER","TK1721","TK","0","-192","THY8VN","THY"
"55.54","5.38","345455b8","479227","211","40000","437","","B738","LN-NIN","1710227141","OSL","LGW","DY1302","DY","0","-64","NOZ32A","NOZ"
"55.83","7.67","345457b9","4ACA45","228","40000","436","","B738","SE-RRE","1710227142","ARN","LGW","D84451","D8","0","0","NSZ51M","NOZ"
"50.56","-5.76","34533016","4067F6","86","40000","548","","B788","G-TUIB","1710227140","CUN","LGW","BY39","BY","0","0","TOM039","TUI"
"52.74","-5.51","3453dfc2","A4B0BB","117","40000","516","","A339","N401DZ","1710227141","BOS","CDG","DL224","DL","0","0","DAL224","DAL"
"48.17","15.18","34533e5e","39D2A2","291","40000","489","","A359","F-HUVC","1710227141","MAA","CDG","AF115","AF","0","0","AFR115","AFR"
"39.44","-16.59","34534189","E49163","38","39992","491","","A332","PR-AIU","1710227139","VCP","ORY","AD8700","AD","0","0","AZU8700","AZU"
"51.6","-3.05","345386d7","3C4A01","95","39975","555","","B789","D-ABPA","1710227141","AUS","FRA","LH469","LH","0","0","DLH469","DLH"
"46.18","0.04","34546654","39A64B","142","39375","452","","C25B","F-HJSL","1710227140","RNS","NAP","","","0","768","IXR612J","IXR"
"51.52","7.59","34545c74","486482","309","39225","426","","E295","PH-NXE","1710227141","ZRH","AMS","KL1952","KL","0","-1600","KLM50G","KLM"
"50.07","4.43","34545e4c","3461CF","225","39025","441","","A319","EC-NDH","1710227141","XFW","TLS","V77234","V7","0","64","VOE7234","VOE"
"41.47","-5.5","34544599","4951D7","243","39025","426","","A320","CS-TNW","1710227141","ZRH","LIS","TP935","TP","0","0","TAP935","TAP"
"40.19","35.97","34544cf4","4BA999","95","39025","509","","A319","TC-JLY","1710227142","IST","ERZ","TK2704","TK","0","0","THY7ZM","THY"
"39.84","-7.15","34545128","440181","191","39025","442","","A319","OE-LQG","1710227139","NTE","RAK","U24779","U2","0","0","EJU68UV","EZY"
"48.07","6.35","345466be","3944F9","140","39025","482","","A319","F-GRHZ","1710227140","CDG","FLR","AF1066","AF","0","0","AFR67DR","AFR"
"43.12","14.08","34545d63","440132","127","39025","456","","A319","OE-LQI","1710227141","MXP","BRI","U23523","U2","0","0","EJU157A","EZY"
"50.21","-14.87","3453cd22","3C6564","80","39004","505","","A333","D-AIKD","1710227139","MCO","FRA","4Y69","4Y","0","0","OCN69F","OCN"
"44.32","1.54","34545b18","4B1A67","237","39000","422","","A320","HB-JZZ","1710227140","BSL","SCQ","U21021","U2","0","0","EZS20CD","EZY"
"50.76","7.71","3454683c","3C6445","136","39000","482","","A319","D-AIBE","1710227142","AMS","MUC","LH2311","LH","0","0","DLH7KK","DLH"
"45.27","-3.41","34545b0f","4403BB","220","39000","423","","A320","OE-ICB","1710227142","CDG","AGA","U24683","U2","0","0","EJU87PL","EZY"
"46.31","-4.92","34545ceb","4074B8","194","39000","436","","A20N","G-UZHH","1710227139","BRS","ACE","U22733","U2","0","0","EZY16VN","EZY"
"46.61","-4.39","34545a7a","4952C2","202","39000","432","","A20N","CS-TVB","1710227141","LHR","LIS","TP1363","TP","0","0","TAP63V","TAP"
"45.77","1.57","345459b8","4CA8E7","195","39000","462","","B738","EI-ENV","1710227142","HHN","NDR","FR5009","FR","0","0","RYR205U","RYR"
"44.94","25.24","3454408d","AA3086","116","39000","497","","B744","N756CA","1710227140","LGG","HKG","N8534","N8","0","0","NCR534","NCR"
"38.38","-3.7","345440ca","44A82C","223","39000","434","","B737","OO-JAL","1710227140","BRU","AGP","TB1011","TB","0","0","JAF7EN","TUI"
"63.84","-4.07","3453b4fa","3C15C1","144","39000","451","","A332","D-AXGE","1710227141","YYC","FRA","4Y77","4Y","0","0","OCN77","OCN"
"51.57","-0.9","3453e25d","3C6510","100","39000","538","","A346","D-AIHP","1710227141","BOS","MUC","LH425","LH","0","-64","DLH425","DLH"
"35.41","-12.1","3453d4d4","02013E","121","39000","502","","B789","CN-RGZ","1710227139","JFK","CMN","AT201","AT","0","-64","RAM201N","RAM"
"34.48","48.15","34540f67","896558","147","39000","495","","A21N","A6-ATB","1710227142","BGY","SHJ","G9713","G9","0","0","ABY713","ABY"
"45.08","1.38","34545982","484C59","194","39000","485","","B738","PH-HSB","1710227142","EIN","VLC","HV5105","HV","0","0","TRA5105","TRA"
"58.7","12.07","345464b8","4ACA0C","173","39000","426","","B738","SE-RPL","1710227142","OSL","CPH","DY932","DY","0","0","NOZ932","NOZ"
"55.99","9.81","34545ba9","4864EC","42","39000","452","","E295","PH-NXR","1710227139","AMS","ARN","KL1105","KL","0","128","KLM39V","KLM"
"52.29","-9.2","3453f43f","06A0FB","95","39000","533","","A359","A7-ALG","1710227141","BOS","DOH","QR744","QR","0","0","QTR46W","QTR"
"38.8","6.89","3452a299","39CEB8","153","39000","508","","B738","F-HTVY","1710227141","ORY","DJE","TO8392","TO","0","0","TVF8392","TRA"
"55.32","10.4","345459fc","461E1F","44","39000","436","","E190","OH-LKP","1710227140","BRU","HEL","AY1550","AY","0","-64","FIN4AX","FIN"
"51.04","-14.25","3453c027","3C6566","85","39000","507","","A333","D-AIKF","1710227137","BGI","FRA","4Y2103","4Y","0","0","OCN2103","OCN"
"37.71","-10.09","34543c4b","4D2383","212","39000","424","","B38M","9H-VVC","1710227142","BVA","TFS","FR9790","FR","0","0","RYR16VT","RYR"
"49.02","-11.41","3453bd13","3C7A4D","65","39000","527","","A339","D-ANRM","1710227140","BGI","DUS","DE3753","DE","0","0","CFG3753","CFG"
"56.74","16.64","34545a6c","494114","17","39000","409","","E55P","CS-PHT","1710227142","DRS","ARN","","","0","0","NJE396H","NJE"
"49.61","-4.77","3453ceec","4BB18A","99","39000","536","","B789","TC-LLJ","1710227142","BOS","IST","TK82","TK","0","-64","THY82M","THY"
"45.73","17.17","345457dd","4CA8DE","19","39000","430","","A319","EI-IME","1710227140","NAP","KUN","AZ8020","AZ","0","0","ITY8020","ITY"
"51.2","-8.26","3453bd9f","3C6506","90","39000","535","","A346","D-AIHF","1710227140","MIA","MUC","LH461","LH","0","0","DLH461","DLH"
"50.32","8.43","3454655f","48520C","134","39000","457","","B738","PH-HXD","1710227141","AMS","INN","HV6601","HV","0","0","TRA27Y","TRA"
"34.54","23.19","3453f514","0701A1","117","39000","504","","A339","6V-ANB","1710227142","DSS","JED","HC409","HC","0","0","SZN409","SZN"
"53.37","-9.52","3453da19","AB321C","85","39000","517","","A333","N820NW","1710227140","DTW","AMS","DL134","DL","0","0","DAL134","DAL"
"55.18","-2.26","345357ac","AAD3C9","117","39000","514","","B772","N797UA","1710227141","SFO","MUC","UA194","UA","0","0","UAL194","UAL"
"41.79","-6.55","3454287a","440BBF","209","39000","445","","B752","OE-LNB","1710227139","CDG","CMN","QY938","QY","0","0","BCS938","DHK"
"40.22","-0.28","34544a14","44A832","203","39000","455","","B737","OO-JAR","1710227140","BRU","NDR","TB2611","TB","0","0","JAF1BG","TUI"
"45.48","0.23","3454491e","45C86B","207","39000","461","","A20N","OY-RCK","1710227142","BLL","XRY","RC7200","RC","0","0","FLI7200","FLI"
"44.67","1.2","34545f11","39D30C","183","39000","493","","B738","F-HUYM","1710227141","ORY","ORN","TO7250","TO","0","0","TVF24JK","TRA"
"68.3","-7.3","34538a81","06A12F","109","39000","488","","A35K","A7-ANS","1710227135","SFO","DOH","QR738","QR","0","0","QTR67V","QTR"
"39.11","13.09","3454471d","3C70B6","167","39000","483","","B752","D-ALEV","1710227141","LEJ","MLA","QY7922","QY","0","-64","BCS7922","DHK"
"37.3","-2.09","34544740","3964E8","212","39000","438","","B738","F-GZHI","1710227140","ORY","FEZ","TO3050","TO","0","0","TVF15BL","TRA"
"37.48","30.55","34545371","4BB1E4","160","39000","440","","A333","TC-LOD","1710227140","IST","JED","TK92","TK","0","64","THY092","THY"
"46.94","1.67","345447f7","4ACA50","213","39000","446","","B738","SE-RRP","1710227142","CPH","RAK","D83406","D8","0","0","NSZ3406","NOZ"
"52.19","-7.01","3453d926","400610","102","39000","540","","B772","G-VIIJ","1710227141","JFK","LHR","BA116","BA","0","0","BAW116","BAW"
"55.48","-9.95","34535f94","AAB001","128","39000","500","","B772","N788UA","1710227140","SFO","CDG","UA990","UA","0","0","UAL990","UAL"
"41.68","37.46","34545327","4B8E47","104","39000","508","","B738","TC-CRG","1710227135","SAW","TZX","PC2816","PC","0","0","PGT47JR","PGT"
"45.79","-2.94","34545ea9","39D30B","218","39000","441","","B738","F-HUYL","1710227142","ORY","AGA","TO3000","TO","0","0","TVF57UK","TRA"
"44.1","-4.7","34545fa2","3964F3","211","39000","444","","B738","F-GZHT","1710227142","NTE","RAK","TO3206","TO","0","-128","TVF66AN","TRA"
"37.71","25.21","34536b8c","7380C5","131","39000","514","","B789","4X-EDF","1710227141","JFK","TLV","LY2","LY","0","-64","ELY002","ELY"
"44.09","7.38","34544f26","48C2A9","240","39000","448","","B38M","SP-RZK","1710227139","BUD","VLC","FR2301","FR","0","64","RYR57BE","RYR"
"49.68","3.05","34546018","4841D5","207","39000","467","","B737","PH-XRB","1710227141","AMS","BCN","HV5131","HV","0","64","TRA40B","TRA"
"43.92","11.62","3454509c","4D2349","179","39000","474","","B38M","9H-VUJ","1710227142","BER","PMO","FR3360","FR","0","-64","RYR363W","RYR"
"45.03","9.53","34544f80","4B1805","149","39000","477","","BCS3","HB-JCN","1710227140","ZRH","FCO","LX1726","LX","0","0","SWR9TA","SWR"
"39.02","37.03","34544f8e","06A383","99","39000","532","","B77L","A7-BBF","1710227142","IST","DOH","QR238","QR","0","0","QTR238","QTR"
"52.93","-13.94","34537041","ABB3BE","97","39000","532","","A332","N853NW","1710227136","ATL","FRA","DL14","DL","0","64","DAL14","DAL"
"53.2","-1.03","3453731a","A4CABA","99","39000","542","","A339","N408DX","1710227138","SLC","AMS","DL56","DL","0","0","DAL56","DAL"
"39.21","1.78","34544cab","4D2501","249","39000","438","","B38M","9H-VVO","1710227140","CIA","TNG","FR4551","FR","0","0","RYR2GK","RYR"
"48.34","21.96","34546084","48AF06","144","39000","446","","B38M","SP-LVG","1710227141","WAW","DXB","LO121","LO","0","0","LOT121","LOT"
"50.61","-7.88","3453da8a","AA99B7","120","39000","528","","B772","N782UA","1710227140","EWR","BCN","UA120","UA","0","0","UAL120","UAL"
"45.74","-3.27","34545dfa","39348E","224","39000","426","","A20N","F-GNEO","1710227142","ORY","OPO","TO7600","TO","0","0","TVF17GU","TRA"
"45.74","51.54","34544414","8965D2","185","39000","476","","B38M","A6-FKG","1710227140","VKO","DXB","FZ970","FZ","0","0","FDB5YB","FDB"
"54.09","-2.88","34546385","406A92","156","39000","452","","A320","G-EZWR","1710227140","EDI","GVA","U23291","U2","0","0","EZY43PL","EZY"
"45.89","5.01","3454549e","4400B0","234","39000","392","","C55B","OE-GLL","1710227142","LNZ","BIO","JFL167","JF","0","0","JFL167","JFL"
"49.91","10.27","34546413","440096","216","39000","441","","A320","OE-IVR","1710227140","BER","ACE","U25109","U2","0","0","EJU64TH","EZY"
"51.09","-2.35","3453af5a","3C6563","86","39000","532","","A333","D-AIKC","1710227139","PUJ","FRA","4Y3","4Y","0","64","OCN3","OCN"
"45.07","24.42","345442df","A80A8F","115","39000","490","","B748","N617UP","1710227140","CGN","SZX","5X8","5X","0","0","UPS8","UPS"
"35.63","19.94","34540a22","01015C","95","39000","540","","A333","SU-GDT","1710227140","OUD","CAI","MS3016","MS","0","0","MSR3016","MSR"
"48.13","2.16","345463bd","484B6E","198","39000","476","","B738","PH-HXL","1710227139","BRU","AGP","HV9035","HV","0","-64","TRA33C","TRA"
"48.16","10.03","34545442","4CADE5","123","39000","464","","B38M","EI-IGZ","1710227139","STN","SOF","FR1730","FR","0","64","RYR724D","RYR"
"40.43","13.07","34545e45","4D2500","171","39000","466","","B38M","9H-VVN","1710227139","TSF","MLA","FR6004","FR","0","-64","RYR6004","RYR"
"45.88","0.53","345462e0","440484","207","39000","440","","A319","OE-LKC","1710227142","CDG","MAD","U24581","U2","0","0","EJU58HR","EZY"
"40.14","21.51","345446c8","39D314","128","39000","467","","B738","F-HUYU","1710227139","LYS","BEY","TO4260","TO","0","64","TVF4260","TRA"
"36.45","8.31","345446b1","39D30E","133","39000","515","","B738","F-HUYO","1710227140","NTE","MIR","TO8046","TO","0","-128","TVF8046","TRA"
"45.44","14.7","3454545c","3C49D5","147","39000","451","","A320","D-ABNU","1710227141","CGN","SPU","EW962","EW","0","0","EWG3LY","EWG"
"44.1","15.55","34544689","4CA264","128","39000","456","","B738","EI-DHH","1710227139","CRL","TIA","FR8298","FR","0","0","RYR8PX","RYR"
