id,icao_24bit,aircraft_code,registration,anomalous,origin_airport_iata,destination_airport_iata,number,airline_icao,callsign,turn1,turn2,turn3,deltaD1,deltaD2,deltaD3,time,latitude,longitude,altitude,ground_speed
34534fb8,4BB0B2,A310,TC-LER,FALSE,IST,TUN,TK6459,KZU,THY6459,4,9,3,-340.9960801,-369.661491,-351.0530312,13.6,39.08,18.42,30990,369.6
3453505e,6.00E+28,A332,9XR-WX,FALSE,KGL,LHR,WB710,RWD,RWD710,0,0,0,-391.1881665,-376.2804815,-371.1705953,4.5,43.705,5.02,36270.83333,394.1666667
345351d0,4D0290,LJ45,LX-RSQ,FALSE,BQH,AGP,,LRQ,LRQ119J,0,30,7,-416.7295081,-401.5630823,-385.4905235,22.5,41.405,-0.195,34600,440.5
34535587,39B10B,A35K,F-HMIL,FALSE,PTP,ORY,TX541,FWI,FWI41D,21,1,1,-474.9432299,-469.7645088,-445.1031885,4,46.4,-7.14,31263.5,484
3453575e,7814C4,A333,B-302E,FALSE,LHR,SZX,ZH9068,CSZ,CSZ9068,3,5,5,-409.5398963,-409.4690734,-433.528817,11.5,57.805,22.71,35034.375,459.875
34536724,347555,A332,EC-OAP,FALSE,VRA,WAW,PU942,PUE,PUE942,12,0,5,-509.4661467,-489.7844992,-459.9131671,5.5,51.925,0.71,39900,488.5
345367ab,700017,B735,YA-FGA,FALSE,SVO,KBL,FG708,AFG,AFG708,53,1,3,-221.9648522,-314.0951893,-458.5958093,22.5,54.255,42.54,24750,350.5
34536970,347258,A320,EC-NTU,FALSE,ORN,MRS,V72659,VOE,VOE2659,8,1,100,-381.1325605,-357.5425736,-218.181561,22.5,40.15,3.37,19075,275.5
34536c08,780630,B77L,B-2079,FALSE,CDG,SZX,I98818,HLF,HLF8818,258,24,22,-5.074539778,-355.1866586,-421.2066885,10.44444444,56,17.2,26894.44444,409.1111111
34536f15,502D20,DA40,YL-PAD,FALSE,VNT,,,,YLPAD,6,117,48,0,0,0,17,56.96,22.605,4918.75,96.5
34536ff9,,FA7X,,FALSE,,,,,FA7X,2,0,7,0,0,0,7.142857143,44.04,17.54,37932.14286,437.7142857
34537075,AE2BFF,H60,166588,TRUE,ROZ,,SN21,,SN21,237,259,121,0,0,0,13.6,36.68,-5.98,5800,111.2
345371f7,3CCE70,B350,D-CFME,TRUE,ZRH,ZRH,,FCK,FCK1EL,170,14,1,-3.791802623,-6.975865661,-0.735775615,13.6,47.48,8.56,3765,174.8
34537706,49D03D,C56X,OK-SLX,FALSE,BEG,LTN,SUA612,SUA,SUA612,11,23,4,-387.5010616,-391.7590447,-382.8283411,13.6,50.14,11.9,31895,411.2
34537892,3E3A1D,C510,D-INEZ,FALSE,DEB,GRQ,,,DINEZ,8,7,3,-301.6139389,-336.3677273,-331.9605294,13.6,51.06,13.95,25610,267.4
34537a32,,GLF5,,FALSE,,,,,GLF5,253,15,19,0,0,0,8.333333333,44.61,25.13,36450,451.6666667
3.45E+43,,GLF6,,FALSE,,,,,GLF6,5,3,21,0,0,0,4,53.555,-4.15,40437.5,530.25
34538085,,GA6C,,FALSE,,,,,GA6C,11,2,14,0,0,0,4.5,44.205,-7.07,36101,511.5
34538155,4C484C,C25M,YU-SCM,FALSE,BEG,PMI,,,PNC4M,3,2,7,-317.5318053,-321.7287926,-324.663905,9.4,41.53,11.11,34495,327.4
34538316,49D283,B738,OK-TVY,FALSE,PRG,TLV,QS1286,,TVS86L,26,1,10,-349.5419615,-380.3698614,-395.4990562,7.142857143,41.33,24.84,32210.71429,432
345383a2,,GLF6,,FALSE,,,,,GLF6,10,10,3,0,0,0,6,41.095,4.585,45500,536.75
345387cc,4B9C61,A321,TC-GCA,FALSE,IST,,B5111,BBT,BBT111,13,34,50,0,0,0,0.5,38.775,40.5,34012.5,517.25
345388d2,501C11,A319,9A-BTJ,FALSE,MMX,PRN,C32012,,TDR2012,0,4,18,-363.73361,-370.0606738,-355.8596844,9.4,48.3,15.73,28605,395.4
34539139,346045,A332,EC-MYA,FALSE,MAD,MVD,IB6011,,IBE6011,134,6,2,-112.6657274,-400.8202612,-391.6945969,9.4,38.05,-9.14,25800,347.8
345392b7,,GLF6,,FALSE,,,,,GLF6,2,4,2,0,0,0,5,42.14,15.53,41395.83333,441.8333333
34539557,4D2475,B738,9H-KAR,FALSE,BCN,TLV,BZ251,BBG,BBG251,8,4,5,-464.933686,-464.4514185,-476.8623089,4.5,38.42,19.07,36666.66667,499.8333333
3.45E+05,,GL5T,,FALSE,,,,,GL5T,8,20,9,0,0,0,6,45.72,-4.77,43918.75,517.75
34539ed4,4A1A61,B744,YR-FSA,FALSE,SHJ,MST,NJ3309,RCR,RCR3309,30,19,3,-719.565497,-357.8123466,-363.4387221,4,43.255,28.275,33750,449.625
3453a0e8,4BB0F2,A359,TC-LGR,FALSE,IST,CGK,TK56,,THY056,165,9,6,-191.7657308,-504.533042,-501.1499289,5,39.81,36.73,26880,449.8
3453aaec,C2B5AD,C30J,130614,TRUE,,,CFC2591,CFC,CFC2591,4,7,138,0,0,0,0.5,49.4,-3.8,19212.5,307
3453ad32,155C02,SU95,RA-89090,FALSE,LED,NYM,YC878,LLM,LLM878,33,14,16,-337.7823819,-400.3522767,-387.9800928,0.5,61.035,40.405,28956.25,381
3453b03e,700001,A343,YA-KAA,FALSE,MED,,RQ7181,KMF,KMF7181,1,42,18,0,0,0,5,35.545,5.925,40000,411.25
3453b11c,4CC54B,B744,TF-AKE,FALSE,SHJ,LGG,CC4300,,ABD4300,21,18,5,-351.3390248,-366.9080636,-429.8191379,4.714285714,44.81,24.89,34003.57143,448.8571429
3453b29c,155BDA,SU95,RA-89050,FALSE,VKO,,4G415,GZP,GZP415,0,10,5,0,0,0,0.5,59.65,43.295,30125,387
3453b3e6,4D2103,CRJ2,9H-JOY,FALSE,LTN,ISL,,AXY,AXY905G,96,0,4,-383.242906,-418.5746512,-390.7430248,1.428571429,47.21,14.51,23078.57143,325.1428571
3453b485,495CD0,A333,CS-WFP,FALSE,MAD,BLR,3P9715,WFL,WPT9715,230,1,17,-326.1162721,-473.481724,-465.1039604,0.8,40.49,5.88,28540,416.8
3453b5f5,4CC55E,B744,TF-AMK,FALSE,RUH,FRA,SV925,,SVA925,1,14,3,-414.2155657,-429.3052518,-448.606855,4.5,44.285,19.425,31341.66667,431.6666667
3453b66e,151FDC,A320,RA-73692,FALSE,DME,SLY,YC32,LLM,LLM32,2,18,6,-356.1947174,-387.5669426,-385.8492214,1,59.95,43.99,29137.5,397.25
3453b8c6,A6E3E6,MD11,N543JN,FALSE,NSY,ROZ,KD187,WGN,CMB187,2,32,3,-366.0951784,-373.0328362,-409.3296125,1,38.675,5.81,34743.75,431.25
3453b94d,A451CB,B763,N378CX,FALSE,MIA,,M6475,AJT,AJT475,37,21,2,0,0,0,8.75,53.25,4.275,37000,467.25
3453c176,452086,A320,LZ-BHL,FALSE,SOF,NIM,8H7001,UBD,BGH7001,63,21,1,-310.8616304,-350.2041209,-339.0761409,1,39.95,18.51,28400,338
3453c1f0,E48F63,E35L,PP-LEG,FALSE,YHZ,GVA,,,PPLEG,5,4,53,-440.7166433,-413.1276726,-379.4667249,5,51.865,-2.765,37506.25,509.5
3453c319,18087,A319,5A-WLB,TRUE,IST,MJI,YL101,LWA,LWA101,16,91,19,-36.53182463,-109.0369287,-356.5912467,1,36.455,29.125,27675,362.25
3453ca0a,424502,B738,VQ-BHE,FALSE,DYU,IST,SZ103,SMR,SMR103,1,3,4,-344.5275126,-325.5400411,-322.7396345,4.5,40.05,41.61,36000,371
3453cacd,,GLEX,,FALSE,,,,,GLEX,4,11,9,0,0,0,7.5,40.67,-8.055,43842.75,492
3453cc14,80165C,B38M,VT-BXN,FALSE,KEF,KWI,IX4,,AXB004,22,8,25,-361.8498962,-705.911234,-418.1245825,4.5,47.25,18.38,40000,468.75
3453d332,68332C,B39M,UP-B3740,FALSE,ALA,SVO,DV809,VSV,VSV809,4,8,279,-364.7271277,-346.0235518,-231.9609254,4.5,53.58,42.385,28256.25,368
3453d5ae,,FA7X,,FALSE,,,,,FA7X,6,15,8,0,0,0,7,53.16,-4.84,43000,487.25
3453d6e4,4D24A9,B744,9H-AKJ,FALSE,JED,MXP,SV3045,,SVA3045,2,3,7,-397.2931819,-409.2174121,-430.7815348,4.8,39.96,18.1,35035,434.4
3453dae4,,GLF6,,FALSE,,,,,GLF6,5,7,5,0,0,0,6.5,49.53,-4.475,41037.5,522.5
3453dbc3,0100A2,A332,SU-GCE,FALSE,CAI,BRU,MS520,MSX,MSR520,1,13,17,-799.0287682,-409.2720733,-417.5727228,3.5,46.265,17.995,36520.83333,433.6666667
3453dcd6,4A9C4C,PA34,SE-GBL,TRUE,NYO,,,,SEGBL,64,131,103,0,0,0,2.25,59.145,15.135,3375,138.25
3.45E+69,4BB164,B77W,TC-LKD,FALSE,DEL,IST,6.00E+11,IGO,IGO011,11,14,3,-348.8900995,-347.1264679,-363.8911901,6.5,39.3,41.96,33666.66667,394.3333333
3.45E+86,32000E,A139,MM81815,TRUE,,,,,POLI109,180,6,34,0,0,0,2.25,37.525,13.78,2943.75,66.5
3.45E+164,,A124,,FALSE,,,,,A124,24,1,2,0,0,0,2.833333333,37.7,22.835,28520.83333,455.8333333
3453e7cf,4BB165,B77W,TC-LKE,FALSE,BOM,IST,6.00E+17,IGO,IGO017,4,6,14,-351.0582584,-351.0813675,-360.8003997,6.5,39.1,42.825,33333.33333,397.8333333
3453ec91,,A124,,FALSE,,,,,A124,18,8,3,0,0,0,3.5,37.365,24.21,26995.83333,403.6666667
3453f514,0701A1,A339,6V-ANB,FALSE,DSS,JED,HC409,SZN,SZN409,22,4,24,-382.4430063,-464.5894668,-435.6114454,6,34.745,15.005,38993.75,526.75
3453f5c8,407C5E,A333,G-EODS,FALSE,TAS,STN,ZT288,,AWC288,14,19,17,-338.3961859,-278.833877,-285.5771366,6.222222222,42.06,33.13,34222.22222,430.7777778
3453f75b,4C484C,C25M,YU-SCM,FALSE,PMI,BEG,,,PNC4M,175,2,6,-644.4994216,-374.6101664,-373.2725189,3,42.075,12.1,27356.25,345
3453f875,452130,B738,LZ-CGD,FALSE,CGN,CLJ,CGF1808,CGF,CGF1808,30,4,4,-346.6229723,-378.6707393,-381.8414766,4,49.42,14.305,26256.25,349.75
3453f965,AE6828,P8,,TRUE,,,,,,51,40,251,0,0,0,3,42.025,24.42,22218.75,398
3453fb5e,01025F,B738,SU-RSA,FALSE,SSH,NQZ,4S5213,RSX,RSX5213,25,36,28,-351.0851409,-465.6397855,-422.5549204,3.8,40.63,39.54,35400,489.8
3453fd62,4D24FE,A332,9H-HFJ,FALSE,DSS,CDG,HC403,HFY,SZN403,2,20,31,-425.3061275,-402.1811701,-392.305506,6,41.28,-4.925,38000,452
3453fff9,7609A8,B772,AP-BMH,FALSE,ISB,IST,PK705,PIA,PIA705,16,8,3,-367.9013165,-344.9952813,-348.3332743,6.2,40.2,41.98,38000,398.2
3454001e,778822,A320,YK-BAB,FALSE,SHJ,BEN,SAW351,SAW,SAW351,4,2,70,-373.2256623,-316.8014837,-310.524639,3.5,34.87,26.43,33500,413.25
34540098,4D238A,E550,9H-KFX,FALSE,DOH,SIR,,LXJ,FJO65K,2,7,8,-367.4254586,-384.8719192,-803.9303069,8.4,38.61,21.03,43350,421
3454016a,507C96,B763,UK67015,FALSE,TAS,MAD,C67609,MFX,MFX7609,7,6,1,-340.6130622,-325.8526816,-332.3861587,7.083333333,40.7,28.305,32708.33333,399.9166667
34540681,1.51E+26,B738,RA-73252,FALSE,NSK,DME,Y7106,TYA,TYA106,6,1,75,-429.5304884,-400.9479833,-347.5061586,5,59.565,43.035,31162.5,423.25
3454089c,0100F6,B738,SU-BPZ,FALSE,EVN,,AMV2113,AMV,AMV2113,17,32,23,0,0,0,3.5,38.2,36.22,38500,333
345408ab,71C517,B789,HL8517,FALSE,ICN,BCN,YP5245,APZ,APZ5245,49,6,10,-271.4672793,-356.9578069,-331.7679029,13.5,41.27,32.27,39590,414.9
34540990,3462C8,A332,EC-NEN,FALSE,SCL,BCN,IB2606,,IBE2606,22,3,32,-436.2869007,-426.923404,-415.2431203,14,37.41,-6.55,39500,472.75
34540a91,154C83,T154,RA-85123,FALSE,,,RFF7321,RFF,RFF7321,31,16,3,0,0,0,4,44.775,47.87,35268.75,525
34540b57,347459,A332,EC-NZJ,FALSE,MAD,RMS,,PVG,PVG685P,1,22,79,-359.0228303,-346.0346235,-300.9567273,4,47.515,1.615,28918.75,369.25
34540c3e,505CF5,B738,OM-EDI,FALSE,LEJ,VNO,ED5960,AXE,AXE5960,22,4,129,-233.6299698,-389.0421968,-304.826205,4.5,53.12,17.865,19406.25,252.75
34541167,780C5C,B77L,B-2092,FALSE,PVG,MXP,CAO3117,CAO,CAO3117,10,2,10,-421.0476378,-405.9622575,-400.8248525,12.71428571,58.53,24.15,34146.42857,474
345411d2,4A2AAC,A320,YR-JUL,FALSE,CRA,,,JOC,JOC90T,12,13,1,0,0,0,4,38.61,28.91,36993.75,436.25
3454143d,4CA1B2,B738,EI-DAC,FALSE,FCO,,,,,81,12,28,0,0,0,4.75,41.245,7.75,18231.25,255.25
34541464,5110C8,SF34,ES-LSH,FALSE,EBJ,FKB,AEG403,AEG,AEG403,94,0,9,-154.2323322,-201.2770151,-206.303483,3.8,52.28,8.81,12600,139.8
345417ae,,F2TH,,FALSE,,,,,F2TH,3,40,5,0,0,0,6.833333333,39.885,33.91,42000,396.5
345419d7,32000F,A139,MM81817,TRUE,BRI,,,,POLI110,32,199,16,0,0,0,4,40.645,17.72,1262.5,89.5
3.45E+06,151FD6,A330,RA-73686,FALSE,VKO,AER,F7301,RSY,RSY301,38,5,44,-239.770045,-325.452362,-50.18673942,4.5,46.195,43.835,34600,457.3333333
34541c6e,155BDE,SU95,RA-89054,FALSE,VKO,,4G251,GZP,GZP251,3,10,5,0,0,0,4,59.875,43.78,30737.5,389.5
34541d15,3C78E2,CL60,D-ANGB,FALSE,RUH,CGN,,MHV,MHV64B,2,5,8,-382.0687496,-408.1153116,-842.9441711,8,39.835,20.865,37512.5,432.25
34542166,,E35L,,FALSE,,,,,E35L,18,16,268,0,0,0,5.833333333,44.445,44.3,32833.33333,379.3333333
3454265d,4CAC66,B738,EI-AZE,FALSE,MXP,KTW,ABR231,,ABR231,293,3,5,-181.2891882,-402.295595,-336.467315,4.5,47.235,13.315,21643.75,287
3454266a,155C1D,SU95,RA-89117,FALSE,LED,UCT,D2323,SSF,SSF323,226,14,7,-327.7302762,-392.144665,-377.86454,4.5,61.11,39.55,27193.75,351
345426c4,4CAC65,B738,EI-AZD,FALSE,BCN,LGG,ABR2201,,ABR2201,353,0,133,-295.2431052,-275.01478,-277.2657553,5,47.715,1.775,30631.25,329.25
34542882,49D283,B738,OK-TVY,FALSE,TLV,PRG,QS1287,,TVS87M,0,14,2,-372.4993025,-376.9024242,-403.6578044,5.5,43.155,26.155,35195.83333,432.8333333
34542bd2,4B012E,AT72,HB-ALQ,FALSE,DUB,MST,XM359,IMX,IMX359,40,9,1,-232.3291191,-250.3521627,-265.2193903,4.5,52.18,-1.065,17962.5,269
34542bea,151D44,A21N,RA-73028,FALSE,DME,SBT,0.00E+00,NWC,NWC9051,55,42,7,-71.27514074,-326.6350611,-377.7619046,4.8,58.55,41.04,23540,296.6
3454373c,452122,BCS3,LZ-LON,FALSE,SOF,CDG,FB431,LZB,LZB431,111,3,5,-135.6508827,-397.7120284,-397.2655592,6,44.45,17.18,28025,341.6
3454389e,507C5D,A320,UK32030,FALSE,SKD,IST,HH571,QNT,QNT571,2,6,2,-344.9317557,-321.8505774,-300.1439224,7.2,41.52,44.89,35630,348
34543ace,505CEA,B738,OM-GTJ,FALSE,OTP,BCN,W43175,RLX,WMT91FA,6,3,4,-395.1850535,-405.5922106,-391.8553054,5.8,44.41,15.47,32005,427.4
34543af0,,GL7T,,FALSE,,,,,GL7T,26,41,1,0,0,0,6.714285714,48.47,11.34,35692.85714,439.2857143
34543b19,7812BE,B789,B-1356,FALSE,XMN,AMS,MF811,CXA,CXA811,8,11,0,-446.0281717,-419.0165076,-430.3185424,14.2,60.08,31.62,35990,475.2
34543b28,4643C5,PC12,OH-ZRH,FALSE,BCN,LEJ,,FSF,FSF100A,24,5,9,-191.9671008,-192.3336701,-215.5476529,6.2,43.96,7.91,24800,252.2
34543bf3,683297,B738,UP-B3731,FALSE,NQZ,LED,DV821,VSV,VSV821,1,15,48,-369.1234828,-332.4974323,-284.9696652,7,55.915,43.405,36000,413.25
34543cc2,730601,A343,EP-APA,FALSE,IKA,IST,EP510,IRC,IRC510,2,21,2,-344.1041911,-344.9961676,-712.2470487,6,39.09,43.02,33845,389.8
34543ccc,AE6828,P8,,TRUE,,,,,,127,1,0,0,0,0,8.285714286,44.79,29.26,27857.14286,385.5714286
34543d28,,GL7T,,FALSE,,,,,GL7T,4,11,2,0,0,0,7,41.45,19.495,44006.25,528.25
3.45E+07,452121,BCS3,LZ-PAR,FALSE,SOF,AMS,FB461,LZB,LZB461,5,19,5,-413.5315257,-398.9054812,-399.7115106,6,47.52,17.24,34706.25,435.75
34544642,507C8E,B763,UK67009,FALSE,OSR,TAS,C67676,MFX,MFX7676,18,25,17,-102.0217656,-247.1387244,-342.7853051,7.285714286,41.15,30.02,34896.42857,475.1428571
345447a2,4D21E6,B738,9H-SHO,FALSE,TLV,BCN,BZ252,BBG,BBG252,5,2,12,-370.4402236,-348.3383399,-341.841211,7,36.55,21.09,36333.33333,395.1666667
345447c0,150648,CRJ2,RA-67144,FALSE,,,,RLU,,4,0,3,0,0,0,6,61.075,50.77,32056.25,337.5
3454491e,45C86B,A20N,OY-RCK,FALSE,BLL,XRY,RC7200,FLI,FLI7200,6,9,7,-402.6031952,-430.6723016,-432.8792665,6.5,47.245,1.465,35029.16667,442.1666667
3454491f,45209C,A320,LZ-MDI,FALSE,SOF,BSL,W64323,USW,WZZ117,27,4,25,-403.9899548,-413.2075336,-393.4034603,6,45.12,16.4,25362.5,403.75
34544984,151D73,B752,RA-73075,FALSE,HRG,VKO,ZF908,AZV,AZV908,315,17,13,-317.11167,-317.6936945,-125.8531372,8.125,42.775,40.725,35543.75,452.25
34544b16,467891,PC12,PI-02,FALSE,JYV,,FNF166,FNF,FNF166,0,1,331,0,0,0,6,66.02,25.82,22287.5,245
34544b3f,501DC4,DH8D,9A-CQC,FALSE,ZAG,BRU,OU456,CTN,CTN456,5,25,15,-178.6283094,-263.7996257,-274.5951585,6,48.115,13.455,18000,223.75
34544bcd,728644,A320,YI-ARD,FALSE,NJF,IST,IA219,IAW,IAW219,47,6,1,-302.2749873,-352.791212,-355.5241772,6.5,38.59,39.16,35975,381.5
3.45E+08,44B4A4,LJ45,OO-MED,FALSE,LGG,PFO,,,OOMED,163,7,2,-399.0930046,-430.771409,-427.8907263,6.714285714,44.75,19.78,37207.14286,430.2857143
3.45E+35,45AA50,A320,OY-JRP,FALSE,SHJ,IST,G9321,DTR,ABY321,2,42,3,-302.1592211,-287.7392481,-684.350714,8.4,39.02,43.61,35385,371.6
34544f4d,,GLF6,,FALSE,,,,,GLF6,1,11,3,0,0,0,7,44.85,16.285,40304.16667,528.5
34544f7b,4CC579,B738,TF-BBY,FALSE,BLL,KEF,BO6810,BBD,BBD6810,5,21,9,-401.4053134,-411.6280988,-408.7705593,6.5,61.09,-1.425,38000,445
34544fd4,4D02E0,PC24,LX-PCG,FALSE,PSA,LCY,,JFA,JFA86D,10,14,50,-322.805985,-308.3539121,-270.5131947,7,47.535,6.42,35225,355.25
3454501d,008BA5,GLEX,ZS-EKA,FALSE,JNB,FAB,,OPM,OPM007,2,9,21,-412.3601188,-802.4093429,-389.1338404,15.75,42.905,5.11,41575,437
3454505c,,CL60,,FALSE,,,,,CL60,27,8,14,0,0,0,9,44.48,25.86,37555.55556,421.3333333
3454549e,4400B0,C55B,OE-GLL,FALSE,LNZ,BIO,JFL167,JFL,JFL167,1,22,2,-330.0838661,-342.7084287,-350.4080764,6.5,46.665,6.97,35243.75,359.5
34545542,452087,A320,LZ-BHM,FALSE,EBL,DUS,UD437,BGH,UBD437,293,15,5,-350.4756905,-364.9893071,-361.9768525,7.625,41.55,30.51,31121.875,419.125
34545591,3008D2,GLEX,I-WLFZ,FALSE,LIN,EWR,SIO231,SIO,SIO231,3,20,0,-355.2284146,-398.7441008,-393.2306524,7.2,52.04,-2.46,42400,446.6
345455a4,3461CE,A319,EC-NDG,FALSE,TLS,XFW,V77346,VOE,VOE7346,330,39,20,-275.4879018,-339.8919458,-367.4664769,6.5,47.905,2.58,30500,360.25
345456a1,14FC09,T204,RA-64521,TRUE,VKO,,RSD987,RSD,RSD987,10,17,234,0,0,0,8.25,55.69,44.775,30800,420
3454586a,4BB961,GLF4,TC-NKA,FALSE,SAW,FAB,,EAJ,EAJ01,6,11,2,-405.0376564,-407.8028653,-401.5807024,7.5,46.365,19.5,43000,439.75
345458d7,06A1D0,GLF6,A7-CGL,FALSE,ISL,,QE530,QQE,QQE530,9,9,29,0,0,0,8,39.49,38.47,36962.5,546.5
34545abe,4A5243,CL30,YR-TRC,FALSE,AKX,,TOY226,TOY,TOY226,25,46,17,0,0,0,7.5,41.945,48.195,42087.5,397
34545c12,424B71,F900,M-CPAY,FALSE,DXB,STN,,,MCPAY,16,3,10,-312.6419144,-330.6251113,-343.0094252,11.22222222,44.39,25.36,39994.44444,417.4444444
34545cfe,3E1DCB,C25A,D-ICMD,FALSE,ZQW,FAO,,,DICMD,15,2,1,-353.2647907,-384.4793188,-353.7465078,7.2,42.9,-0.3,40865,388.4
3.45E+64,503D6F,A320,LY-HMD,FALSE,VNO,HRG,HN2861,HST,HST2861,55,27,2,-296.4494518,-350.5225956,-372.7698323,7.5,45.765,23.545,32516.66667,429.3333333
34545f23,4D2494,A320,9H-MLZ,FALSE,MLA,AMS,KM394,NVD,AMC394,1,2,6,-389.8306204,-376.9984433,-372.9751012,7.5,43.295,12.035,36000,424.25
3454601d,440028,C55B,OE-GPS,FALSE,INN,ALC,,TYW,TYW846S,9,25,20,-362.6485088,-380.2329681,-367.0442451,7,42.815,5.325,33950,394.5
345460c0,501C0C,B738,9A-ABC,FALSE,AMS,FUE,HV6705,EZZ,TRA75C,2,15,10,-387.2176704,-403.3568707,-409.6079387,7.8,43.8,-4.95,36600,435.8
34546136,15770E,IL96,RA-96014,TRUE,VKO,,RSD982,RSD,RSD982,10,10,185,0,0,0,9,55.85,44.53,31450,433
345461dd,733490,A310,EP-MDP,FALSE,MHD,IST,B99735,IRB,IRB9735,0,10,0,-350.7704731,-312.2659587,-704.5506611,8,37.98,44.505,33975,391.5
345462b2,39ADEC,F2TH,F-HLPM,FALSE,CFE,OTP,,BIB,FHLPM,0,21,4,-392.4862712,-400.6937463,-419.4067071,7,44.685,11.505,34462.5,430.5
3454646f,70209B,B788,S2-AJV,FALSE,ZYL,MAN,BG207,BBC,BBC207,13,15,3,-364.3519588,-350.2403778,-348.3723903,14.36363636,41.99,33.5,39079.54545,426.3636364
34546654,39A64B,C25B,F-HJSL,FALSE,RNS,NAP,,IXR,IXR612J,36,27,2,-361.5973713,-398.6043721,-389.4983422,7.5,44.6,6.915,38518.75,434
34546664,4400D0,ASTR,OE-GBD,FALSE,TZX,VIE,TYW434,TYW,TYW434,5,22,4,-346.2229907,-371.9029567,-408.5395817,7.5,42.91,30.32,38918.75,397.75
34546b9d,42,0,0,FALSE,TBS,,HMJ225,,HMJ225,24,20,1,0,0,0,7.5,41.69,39,34987.5,363
3454711f,0100A2,A332,SU-GCE,FALSE,BRU,AAC,MS521,MSX,MSR521,20,2,4,-451.3567999,-882.6837695,-444.5411076,9.333333333,41.13,22.245,37595.83333,488.1666667
34547242,78007E,B744,B-2475,FALSE,CTU,AMS,CA1023,CAO,CAO1023,6,12,4,-443.5946448,-393.0716075,-451.4411452,15.16666667,60.005,31.07,34000,470.6666667
34547477,,A124,,FALSE,,,,,A124,1,35,17,0,0,0,9,41.22,22.9,32365,420.2
345474fd,3CC9AB,LJ35,D-CDRF,FALSE,FKB,,1I112,AMB,AMB112,12,8,15,0,0,0,8,44.25,16.31,40575,443
34547667,3CD950,LJ35,D-CJPG,FALSE,CGN,LPA,QAJ5,QAJ,QAJ5,14,5,15,-380.6294361,-368.8583787,-780.0784549,8.666666667,42.56,-6.22,38337.5,413.5
34547691,4BD189,B738,TC-TLI,FALSE,EBL,DUS,IA233,IAW,IAW233,1,1,0,-664.2793319,-417.8760902,-418.7231527,9.6,45,25.07,35600,436.2
345477c8,1F1D5B,MC23,73051,FALSE,,,,,73051,81,34,2,0,0,0,9.555555556,55.08,40.24,35666.66667,442
3454782c,70209F,B789,S2-AJY,FALSE,IST,YYZ,BG305,BBC,BBC305,5,6,23,-462.1338341,-906.0181323,-454.9066978,9.571428571,55.05,6.64,34267.85714,478.1428571
3.45E+09,43C6F7,A332,ZZ334,FALSE,BZZ,AKT,RRR2302,RRR,RRR2302,0,33,4,-429.5922473,-808.2329266,-428.5521699,9.333333333,45.95,21.415,41000,473.3333333
34547a1b,347459,A332,EC-NZJ,FALSE,RMS,JFK,P66985,PVG,PVG6985,28,11,8,-353.7313332,-341.9531455,-757.5041414,8,52.22,-0.42,35200,388.75
34547a97,452033,A320,LZ-LAG,FALSE,HRG,DUS,H68283,BUC,BUC8283,8,2,14,-801.44561,-412.7604505,-419.803822,9.6,45.47,19.43,34790,446.6
34547b17,500388,GL7T,T7-MAHA,FALSE,SHJ,LBG,,,T7MAHA,46,12,19,-340.9332614,-404.2576449,-398.4420923,11.22222222,42.45,29.9,42991.66667,463.4444444
34547b5c,,GA6C,,FALSE,,,,,GA6C,8,27,2,0,0,0,8.75,38.49,17.44,38750,539.5
34547b68,780A13,A332,B-LNZ,FALSE,ALA,MXP,RH358,HKC,HKC358,49,6,4,-215.097258,-326.3841807,-292.9877345,12.5,42.55,33.99,37000,404.5
34547bb4,70804D,,,FALSE,,,,,,3,262,188,0,0,0,12.375,34.625,26.24,31543.75,413.375
34547c1f,477FF3,C17,08-2003,FALSE,WRO,,,BRK,BRK78,16,24,50,0,0,0,12.33333333,41.09,28.05,35250,440.5555556
34547dac,770590,A333,4R-ALP,FALSE,CMB,LHR,UL503,ALK,ALK503,41,11,12,-349.0450025,-380.8052433,-351.4111088,15.75,43.47,28.17,37500,428.625
34547eeb,,GLF5,,FALSE,,,,,GLF5,26,19,12,0,0,0,9.333333333,41.64,19.025,42433.33333,497.5
34547fc6,02A1A6,A320,TS-ING,FALSE,TUN,LGW,BJ844,LBT,LBT844,9,4,6,-362.1896805,-692.2869952,-325.3588582,8.75,44.245,6.58,36843.75,373.75
34548038,424502,B738,VQ-BHE,FALSE,IST,DYU,SZ104,SMR,SMR104,13,25,21,-936.3507871,-492.3015327,-478.4983291,9.25,40.01,44.37,32262.5,531
3454806d,4D23EC,A320,9H-MLO,FALSE,MLA,LGW,KM116,NVD,AMC116,2,1,18,-723.8332222,-334.4411947,-315.9940344,9.6,45.03,6.12,34820,368
3454814c,06A1C6,GLF6,A7-CGA,FALSE,FAB,LCA,QE723,QQE,QQE723,26,12,8,-480.0527794,-948.9562061,-469.6200082,9.333333333,43.3,19.345,42741.66667,527
34548272,,GLF5,,FALSE,,,,,GLF5,4,20,2,0,0,0,10,59.49,-0.085,42250,466.5
345483d1,151DB9,73H,RA-73145,FALSE,VKO,AER,UT267,,UTA267,52,98,9,-482.1589165,-252.087402,-316.3748747,9.25,44.195,44.165,35075,417.75
345483fa,407D52,B744,G-UNET,FALSE,LHR,HKG,HC211,HGO,HGO211,5,26,17,-695.7758356,-208.943187,-322.6777118,10.375,43.625,28.47,36500,516.375
