id,icao_24bit,aircraft_code,registration,origin_airport_iata,destination_airport_iata,flight_no,airline_icao,callsign,time,duration,latitude,longitude,altitude,ground_speed,turn1,turn2,turn3,turn4,deltaD1,deltaD2,deltaD3,deltaD4
347b738e,346107,B738,EC-NAB,MAH,SVQ,LAV5524,LAV,LAV5524,45.13333333333333,19.9,38.02,-1.535,35000.0,393.75,1,12,34,0,-1007.6342756096906,0.0,0.0,0.0
347b73ae,507C8F,B763,UK67010,OSR,TAS,C67600,MFX,MFX7600,48.45,21.658333333333335,41.290000000000006,33.614999999999995,35812.5,454.875,1,7,21,37,0.0,0.0,0.0,2364.448416190464
347b73b1,45203C,B733,LZ-BVL,PRN,FMO,IV640,BVL,GPX640,31.2,20.02857142857143,46.82,14.82,35639.28571428572,425.2857142857143,21,1,5,2,-819.3917685906544,2163.507594782532,-2163.507594782532,0.0
347b7444,4068F0,E55P,G-JAGA,XRY,LBG,,LNX,LNX23JG,16.21666666666667,20.155555555555555,42.995000000000005,-2.48,37112.5,422.1666666666667,0,0,1,0,0.0,0.0,0.0,4300.690184073045
347b759e,4D2484,GL7T,9H-VONE,PRG,MLE,VJT755,VJT,VJT755,16.2,21.908333333333335,38.845,40.08,42633.333333333336,516.6666666666666,3,1,2,44,-569.7234859399792,-320.64720185032996,209.41943993362986,-166.38121068757152
347b784b,04C11C,B788,5Y-KZF,LHR,NBO,KQ101,KQA,KQA101,32.35,21.283333333333335,42.26,15.68,38993.181818181816,508.8181818181818,31,1,10,12,0.0,0.0,0.0,0.0
347b7abe,43F703,E55P,2-TIJL,ACH,FAB,,ORT,ORT05D,45.083333333333336,20.158333333333335,50.150000000000006,5.5,37768.75,387.25,16,5,2,0,-65.90595900305675,5064.1773804005,-6535.8955066870485,0.0
347b7b37,4520D0,A320,LZ-FBI,HRG,SOF,8H3004,LZB,BGH3004,1.1333333333333333,21.033333333333335,37.43,26.1,35600.0,436.6,0,1,1,0,1199.7788116304623,-1199.7788116304623,0.0,0.0
347b7b48,60183A,B77L,EZ-A778,LHR,ASB,T5428,TUA,TUA428,45.21666666666667,11.908333333333333,41.47,43.92,35000.0,492.25,0,17,3,0,-6844.581684303228,6370.263598754509,-7420.843466531674,0.0
347b7c94,781A4B,B77L,B-220F,AMS,PVG,CK206,CKK,CKK206,32.31666666666666,21.283333333333335,59.51,30.38,31545.454545454544,529.2727272727273,2,3,1,26,-325.1969951211671,189.48210622256116,5699.523980365921,-5148.026253312522
347b7ca2,504E72,A320,ER-00008,RMO,LIS,5F811,FIA,FIA811,19.5,20.575000000000003,43.695,6.630000000000001,33658.333333333336,380.1666666666667,2,2,2,241,484.6993367929361,-484.6993367929361,0.0,141.42773510103495
347b7d82,717CB8,A20N,HZ-FBA,IST,RUH,F3574,FAD,FAD574,46.21666666666667,21.31388888888889,39.025000000000006,36.5,37008.333333333336,450.3333333333333,11,1,0,54,0.0,0.0,0.0,0.0
347b7d89,3C4581,B77L,D-AALA,FRA,BOM,3S628,BOX,BOX628,18.416666666666664,20.694047619047627,40.4,36.870000000000005,33712.5,493.7142857142857,2,2,1,13,-1406.4139967300705,0.0,1185.1783860342794,220.98890777209454
347b7f02,717CCC,A20N,HZ-NS47,CZL,MED,XY666,KNE,KNE666,31.2,20.28095238095238,35.58,16.54,34603.57142857143,483.14285714285717,2,1,2,19,-470.5994309661543,0.0,204.07445689723568,580.516170243398
347b8006,49D526,C680,OK-OSK,FAO,NCE,BOH113,BOH,BOH113,16.2,20.658333333333335,39.32,-0.64,40320.833333333336,469.1666666666667,8,7,30,10,4723.131255563952,-4696.818275378013,231.5712789017507,-1367.2792348589142
347b8087,728648,BCS3,YI-ARH,AYT,BGW,IA210,IAW,IAW210,16.116666666666667,21.658333333333335,36.64,41.075,33012.5,451.5,1,83,26,0,1423.4797717885815,-1423.4797717885815,557.4068961547663,0.0
347b83b3,008BA5,GLEX,ZS-EKA,FAB,JNB,,OPM,OPM007,2.3166666666666664,22.033333333333335,41.88,2.18,39322.22222222222,498.55555555555554,0,7,1,42,372.8290306454864,149.98868431107843,475.2368927618636,2477.9521110912015
347b8419,151F16,B738,RA-73494,AER,SGC,UT512,UTA,UTA512,16.2,20.658333333333335,44.065,48.15,36337.5,453.6666666666667,12,2,8,47,-296.64731178358494,0.0,0.0,0.0
347b842c,3C79C1,A320,D-ANNA,LPA,BER,SR3499,SDR,SDR39CJ,3.4,19.09102564102564,43.5,1.11,31990.384615384617,471.61538461538464,13,0,5,2,1774.3737619796877,-1824.0439735812595,-197.5436582362981,9122.569957320426
347b8550,71BE23,B748,HL7623,FRA,ICN,KE530,KAL,KAL530,33.5,20.379487179487185,43.34,29.48,31000.0,503.0769230769231,5,5,2,17,-3279.177855088458,7135.521708071234,-4312.67607012009,-66.04321905692132
347b8631,346193,A319,EC-NCB,LPA,NTE,V72739,VOE,VOE2739,16.083333333333336,21.908333333333335,42.474999999999994,-5.140000000000001,33716.666666666664,422.5,9,6,3,4,1852.553257728975,-2765.121715129312,0.0,248.8347386136522
347b8729,4D2304,B38M,9H-VUF,MLA,TLS,FR3044,MAY,RYR46VD,31.15,21.033333333333335,40.69,8.28,35921.42857142857,384.85714285714283,1,1,2,19,0.0,4931.832759395366,-3666.735675018103,1287.1781511915324
347b877c,5084D1,B753,UR-SLE,HRG,KTW,QU9122,UTN,UTN9122,17.28333333333333,22.158333333333335,43.905,27.055,32092.5,418.5,16,7,8,27,-284.18491675903124,-622.3761108394799,961.2223381557312,-1160.3873653363617
347b88c0,738444,A21N,4X-AGK,ATH,TLV,IZ212,AIZ,AIZ212,45.166666666666664,20.408333333333335,35.519999999999996,28.71,34131.25,463.75,1,3,1,0,0.0,613.2898280752739,-613.2898280752739,0.0
347b8902,45C86A,A320,OY-RCJ,FAE,CPH,RC454,FLI,FLI454,1.15,20.783333333333335,58.8,5.51,35995.0,458.6,20,2,3,11,6439.373703861774,-6439.373703861774,0.0,189.7304994555384
347b8acb,151E37,A321,RA-73271,KZN,LED,N4248,NWS,NWS248,16.183333333333334,21.158333333333335,57.254999999999995,39.93000000000001,33941.666666666664,370.8333333333333,2,2,3,25,0.0,5209.39962909581,-4789.139940598108,-420.25968849770186
347b8bba,4CAC13,A21N,EI-KGD,LHR,SCO,KC664,KZR,KZR664,48.516666666666666,19.408333333333335,44.885000000000005,25.605,32745.3125,450.25,3,7,1,20,0.0,571.1853660539729,-571.1853660539729,1372.491544893658
347b8c38,4B820F,A400,15-0051,IGD,SAW,,HVK,ESEN12,45.18333333333333,20.904166666666665,39.635,39.56,31431.25,360.5,0,7,8,0,3051.8980224903767,-3051.8980224903767,3254.4507822390665,0.0
347b8c6f,010250,A321,SU-TCL,SSH,SVO,UJ611,LMU,LMU611,33.41666666666667,19.33333333333334,46.31,27.67,34398.333333333336,479.46666666666664,335,333,4,242,1180.2120204140774,-2981.1508459728243,314.18666913095734,10.303949241763348
347b8c7c,73502E,MD83,EP-TAN,IST,,I36602,TBZ,TBZ6602,31.183333333333334,20.595833333333335,40.105000000000004,33.565,32868.75,337.0,0,2,6,0,1345.841065148976,-16.010378010517798,-1087.6205069882576,0.0
347b8fdd,151E34,B737,RA-73268,,,6R9942,DRU,DRU9942,1.1166666666666667,21.533333333333335,54.91,46.04,38000.0,385.4,9,17,11,2,0.0,0.0,0.0,2328.751813141587
347b906e,46D0A3,A20N,SX-TEC,LCA,ATH,GQ603,SEH,SEH4TC,45.083333333333336,20.658333333333335,36.114999999999995,28.97,35387.5,423.75,1,4,1,0,-1565.9994694406737,0.0,0.0,0.0
347b90de,504E61,A319,ER-SKY,RMO,BGY,H4483,HYM,HYS483,46.18333333333333,21.158333333333335,47.09,18.155,34631.25,395.125,2,1,2,26,0.0,841.7475288366213,-841.7475288366213,4177.241544211645
347b91a2,4BBB21,A333,TC-NYA,AYT,IKA,4M4383,TAH,MGH4383,33.43333333333334,15.200000000000001,37.86,41.135000000000005,34770.833333333336,486.1666666666667,53,46,25,5,72.63224316293469,-440.53680807806126,912.9807065391796,204.1066734103821
347b91ab,738C0A,B763,4X-IAJ,OSL,TLV,5C602,CHG,ICL602,48.56666666666667,19.408333333333335,45.535,20.67,34129.6875,444.875,1,0,1,31,0.0,99.71121320012216,-99.71121320012216,205.35878980451736
347b9338,0100DE,B738,SU-GCP,LHR,CAI,MS531,MSX,MSR531,18.416666666666664,20.694047619047627,44.09,17.42,38351.78571428572,471.85714285714283,18,2,16,17,254.60380425511968,323.92471478874666,373.17614397878606,436.8207502532242
347b94fc,14232E,F900,RA-09006,KVK,,4G9624,GZP,GZP9624,16.083333333333336,20.894444444444446,61.465,36.91,31500.0,456.0,2,1,0,20,1741.8445455381398,-1499.634365387939,312.55470169489615,-554.7648818450969
347b9642,155C1D,SU95,RA-89117,AER,CEE,D2364,SSF,SSF364,46.36666666666667,22.658333333333335,53.905,42.075,31096.875,387.75,16,1,1,339,-1117.986950912519,6400.05763103968,-6400.05763103968,548.9565356715153
347b974d,4C01E7,A320,YU-APH,SVO,BEG,JU653,ASL,ASL653,46.233333333333334,21.908333333333335,52.19,22.53,34009.375,370.5,12,1,25,1,0.0,1807.1535516913805,747.2371643067481,-2554.3907159981286
347b98fc,70605E,B77W,9K-AOL,LHR,KWI,KU106,KAC,KAC106,1.25,14.183333333333334,40.93,34.47,35000.0,489.0,2,1,2,2,1343.1497458381903,-1611.514467478012,29.15807501438138,-363.6227977930133
347b9bac,70C0AC,A332,A4O-DF,FRA,MCT,WY116,OMA,OMA116,17.266666666666666,18.358333333333334,45.175,23.07,38402.5,476.5,3,3,2,4,349.6868545653281,-48.644076817222185,4025.345066663796,-4132.187580053053
347b9c36,71010F,B77W,HZ-AK37,LHR,RUH,SV118,SVA,SVA118,1.1333333333333333,23.033333333333335,39.09,21.25,36600.0,507.0,12,12,0,1,-4504.414644789205,10579.107972414546,-10802.20458192228,-784.4502246382187
347b9cbb,0101B4,A320,SU-BQM,BRE,HRG,NP6292,NIA,NIA6292,16.2,22.908333333333335,39.084999999999994,23.025,35000.0,475.1666666666667,0,1,1,1,809.6781266810983,-289.3628746611063,-709.966751494123,242.39281909817916
347b9dcd,4A1265,A320,YR-DSE,DUB,BCM,DN408,JOC,JOC408,32.31666666666666,22.283333333333335,50.74,14.31,30684.090909090908,460.45454545454544,6,1,3,16,1524.5106291987277,1813.8876317081142,-3811.839555356421,83.57397132180323
347b9df8,7816BD,A332,B-308P,BUD,TFU,3U9808,CSC,CSC9808,3.3833333333333333,22.28333333333334,42.51,34.75,34725.0,479.3076923076923,2,2,1,69,-6934.18090339998,3148.571718181862,-3148.571718181862,779.5018851623789
347b9ebf,5083DF,B738,UR-SQB,CDG,LXR,FT3302,SQP,FEG3302,17.25,22.158333333333335,41.209999999999994,16.51,34602.5,490.7,7,2,1,9,-2323.368175286993,0.0,0.0,0.0
347b9ed6,5100FA,E75L,EW-512PO,BXY,MSQ,B28748,BRU,BRU8748,2.283333333333333,22.377083333333335,54.225,37.99,33540.625,380.375,3,2,4,26,270.5464011194238,1985.6102406779544,3401.3066408028926,-5492.5332549040795
347b9f0b,780C5D,B77L,B-2093,MAD,HGH,CAO3138,CAO,CAO3138,18.316666666666666,19.22976190476191,51.6,12.015,32430.35714285714,530.5,13,7,8,36,0.0,360.4366072815105,1810.2506567572095,3359.738160449564
347b9fcd,E07246,A332,LV-GIF,MAD,EZE,AR1133,ARG,ARG1133,16.133333333333333,21.408333333333335,37.85,-10.7,31729.166666666668,478.6666666666667,7,1,1,3,3855.123002310752,-3997.758737459547,2164.538032186352,221.13547366721605
347ba062,781BF6,A359,B-324R,SVO,SZX,CZ8372,CSN,CSN8372,45.03333333333333,21.408333333333335,56.1,45.97,35000.0,544.0,30,1,2,0,-1138.8563917075437,0.0,2214.285070061549,0.0
347ba07e,4CAC36,B38M,EI-RZD,VRN,RMF,NO6500,NOS,NOS6500,1.1833333333333333,22.033333333333335,36.86,21.63,35005.0,490.0,2,1,1,3,0.0,0.0,3247.544596179034,-3247.544596179034
347ba106,71013C,A320,HZ-FAH,RUH,SOF,F38123,FAD,FAD8123,16.21666666666667,15.658333333333333,40.739999999999995,31.474999999999998,36908.333333333336,447.1666666666667,11,3,4,10,0.0,604.9905728608459,52.626947007111994,-657.6175198679579
347ba116,896442,B77L,A6-DDE,AMS,AUH,EY918,ETD,ETD918,47.35,18.908333333333335,43.525000000000006,27.47,32666.666666666668,486.3333333333333,2,2,2,8,253.9401112017836,-253.9401112017836,4263.746274568164,-3027.657847800053
347ba117,399264,A339,F-HETE,ORY,RUN,SS772,CRL,CRL772,31.266666666666666,16.676190476190477,42.83,11.57,32921.42857142857,520.4285714285714,30,18,2,0,8468.539509161552,-7744.859005246899,-723.6805039146528,0.0
347ba125,34654B,A321,EC-NLJ,ATH,BCN,VY8103,PVG,VLG1FB,17.25,21.908333333333335,40.614999999999995,13.265,31762.5,403.6,2,12,7,28,1261.748981769077,68.78763461072617,-1524.494628367015,0.0
347ba24d,4D2397,A320,9H-MSA,IST,MJI,BM503,MNS,MNS503,31.2,21.783333333333335,38.28,18.81,34596.42857142857,451.14285714285717,2,1,33,22,0.0,222.9538717485908,-222.9538717485908,3925.4967944995615
347ba451,3C6568,A333,D-AIKH,FRA,MLE,4Y154,OCN,OCN154G,2.3,17.950000000000003,41.56,32.62,36333.333333333336,465.8888888888889,2,1,18,17,-2793.4800593336045,247.91661461733332,-247.91661461733332,0.0
347ba7b6,151D4A,B763,RA-73034,VKO,CMB,ZF1611,AZV,AZV1611,16.28333333333333,15.658333333333333,52.629999999999995,48.045,31675.0,501.0,4,0,0,62,1321.2309661677225,4252.944563501743,-5283.028038852245,2428.099665967309
347ba9d5,4AB292,F50,SE-LTR,VXO,LLA,HP5035,APF,APF5035,16.066666666666666,21.908333333333335,62.26,18.884999999999998,22666.666666666668,264.6666666666667,10,13,0,2,16.90000349721862,-29.119259983089023,152.91517715042838,744.3183245092482
347baa0d,452153,A320,LZ-FSD,SOF,CPH,W64377,USW,WZZ6CV,31.183333333333334,21.783333333333335,50.32,18.91,32150.0,448.57142857142856,0,2,1,20,3156.039392671996,-2819.9865897827212,769.1333900450973,4343.639371329588
347bab07,45211E,A320,LZ-LAJ,FUE,STR,DI6453,MBU,MBU6453,16.183333333333334,15.658333333333333,45.16,4.359999999999999,30558.333333333332,453.8333333333333,8,5,2,21,929.044001807951,2743.572893005252,-3672.616894813203,142.28666217089926
347bab6d,4BB4E4,B738,TC-MGD,AYT,CGN,4M605,MGH,MGH605,3.3833333333333333,22.28333333333334,45.03,20.57,36313.46153846154,417.0769230769231,40,1,19,36,-380.7799001576511,945.5256494599802,1035.5965249859883,76.12516587871028
347bac03,45C86B,A20N,OY-RCK,MLA,CPH,RC7125,FLI,FLI7125,46.28333333333333,22.658333333333335,48.61,12.809999999999999,34975.0,442.625,0,0,349,0,-804.8972193750109,7465.925451235628,-7465.925451235628,841.3528504366126
347bac21,4B8472,B744,TC-ACR,CDG,DOH,QR8254,RUN,QTR8254,3.3166666666666664,19.09102564102564,44.64,23.27,34342.307692307695,502.53846153846155,2,10,4,6,4190.449906549311,-4775.964612612716,242.598630276496,914.8359614138127
347bac28,49328A,C68A,CS-LTJ,PMI,LBG,,NJE,NJE962R,1.1333333333333333,21.533333333333335,44.63,1.03,38695.0,406.4,1,1,1,325,-2466.1992914670745,735.1691193262141,4840.537152509574,-5733.836906172812
347bacaf,4B1942,A320,HB-JOS,PRN,BSL,GM611,GSW,GSW611,16.15,21.658333333333335,44.65,14.445,36062.5,392.1666666666667,1,2,1,17,-8121.399582221913,0.0,762.0107059450488,1182.101516633988
347bae3e,781140,B763,B-1423,LGG,YNT,O37564,CSS,CSS7564,32.483333333333334,18.66969696969697,59.71,31.38,33018.181818181816,504.54545454545456,2,3,3,24,3012.6369707488043,-3012.6369707488043,1967.9816101906245,570.5290032702637
347baf70,43C174,C17,ZZ174,BZZ,,RRR6652,RRR,RRR6652,17.25,22.408333333333335,48.985,16.009999999999998,32302.5,466.4,3,3,2,14,2960.832940778754,662.8582523591167,3993.3007365935855,-7281.147865243937
347bb0c1,7335B4,A343,EP-MMT,IST,IKA,W5115,IRM,IRM115,2.35,22.783333333333335,38.83,40.94,34766.666666666664,487.77777777777777,8,2,2,20,-8500.06503940432,-1042.8699642126755,991.5496699434613,-213.05287002910893
347bb1ea,5140B3,B738,4L-GTD,TBS,VKO,A9930,TGZ,TGZ930D,2.1166666666666667,22.283333333333335,48.87,44.68,34572.22222222222,418.44444444444446,321,61,45,30,0.0,0.0,3716.47637781759,-2766.7548240035476
347bb202,4A08E6,B737,YR-BGF,OTP,TLV,RO155,ROT,ROT155,16.166666666666664,21.908333333333335,38.815,29.92,38912.5,457.3333333333333,29,21,3,16,0.0,557.7091207789858,-557.7091207789858,0.0
347bb32a,505CE6,B738,OM-GTF,OTP,FCO,W43145,RLX,WMT7AG,1.0666666666666667,21.783333333333335,43.69,19.14,37010.0,411.0,7,1,2,11,-2370.5587552701973,0.0,0.0,0.0
347bb4fb,3CCD4B,LJ60,D-CFAX,TZX,BUD,IFA1065,IFA,IFA1065,2.2333333333333334,22.033333333333335,42.94,29.02,34216.666666666664,436.6666666666667,0,1,2,18,291.18512212785635,261.0824997500255,-185.07852987815966,-447.1585933473335
347bb5a7,46D1F9,C650,SX-TOY,BQH,ATH,LLK602,LLK,LLK602,32.36666666666667,22.533333333333335,44.74,14.27,36020.454545454544,442.27272727272725,5,15,3,22,-5987.265369929038,0.0,0.0,127.18909772174494
347bb5ba,155C60,SU95,RA-89184,IST,MRV,WZ4656,RWZ,RWZ4656,31.166666666666668,22.533333333333335,42.89,35.92,31021.428571428572,378.7142857142857,9,1,9,5,0.0,952.5642738644596,-952.5642738644596,9934.11428563166
347bb841,39B228,A332,F-HMRI,AMS,IST,TK6370,CMA,THY6370,46.266666666666666,22.908333333333335,45.75,20.9,36393.75,463.625,4,2,6,22,4426.710077117175,2547.13429415218,-7098.449447080516,-81.36030959630261
347bb959,730601,A343,EP-APA,IST,IKA,EP513,IRC,IRC513,2.2666666666666666,20.366666666666667,38.59,42.05,33691.666666666664,464.1111111111111,1,2,0,64,0.0,2781.990872503423,-1432.551849183551,-778.8286514556042
347bb984,507C5D,A320,UK32030,VKO,TAS,HH778,QNT,QNT778,1.1,21.78,53.14,46.4,35760.0,483.0,29,1,15,25,-294.96851865696783,295.1702278035198,-295.1702278035198,721.9189189699531
347bb9d7,503D6E,A332,LY-MAC,IST,TAS,HY274,UZB,UZB274,46.35,22.908333333333335,40.975,42.629999999999995,39000.0,493.125,3,1,4,2,-999.9956630279414,1774.4774163708255,-2297.623626892545,1236.7578105031223
347bbace,781F03,B77L,B-223G,STN,CAN,CSG2532,CSG,CSG2532,47.4,18.908333333333335,60.08,20.215,33333.333333333336,512.4166666666666,25,3,3,43,2203.4429197844734,-566.2682304235343,-1637.174689360939,834.607032664605
347bbad5,5082E6,B739,UR-PSI,FCO,RMO,5F298,WRC,FIA298,31.183333333333334,22.533333333333335,45.03,20.64,31064.285714285714,456.14285714285717,8,2,2,13,-6938.8328007212085,5744.248186779316,-6466.723439931327,1835.5976698245693
347bbb9f,731A28,A320,EP-FQH,EVN,IKA,QB2250,QSM,QSM2250,45.06666666666667,21.658333333333335,38.095,48.084999999999994,28643.75,457.5,11,1,29,0,-2957.946148343667,0.0,0.0,0.0
347bbc43,683329,B38M,UP-B3737,VKO,ALA,DV816,VSV,VSV816,45.0,21.904166666666665,52.925,46.945,36000.0,492.0,2,9,2,0,1426.442873463528,-2930.0877356252404,756.0152296350412,0.0
347bbcdf,4A29F9,A320,YR-JOY,IAS,DUB,H4243,HYM,HYS243,1.2,14.183333333333334,53.15,1.57,36080.0,400.6,2,2,5,2,0.0,0.0,0.0,7449.216500539927
347bbd92,4D2302,B38M,9H-VUD,AGP,NRN,FR8613,MAY,RYR7BM,46.28333333333333,22.908333333333335,46.575,0.30000000000000004,31121.875,422.375,10,9,1,9,0.0,739.62408191908,-13.82489588487465,-725.7991860342054
347bbdc6,3C0C0A,FA7X,D-ATON,WAW,CPR,H5956,VJT,VJH956,1.2166666666666668,14.183333333333334,67.38,-1.17,40003.2,465.6,4,11,4,4,-4747.404632617676,-308.91495019079287,3881.197191765391,-572.0854488594487
347bbf27,495267,A21N,CS-TSG,PDL,OPO,S4174,RZO,RZO174,1.1666666666666667,23.033333333333335,40.44,-12.64,27960.0,365.2,0,6,1,0,-756.8852033490895,0.0,3414.472529473159,-3320.6029821686825
347bbf5e,869560,B77W,JA795A,LHR,HND,NH212,ANA,ANA212,32.31666666666666,18.66969696969697,48.48,17.9,29354.545454545456,500.45454545454544,3,5,3,25,10218.214371661208,-10462.620907220537,6907.687910416786,-6695.693056243554
347bc04e,060030,A359,3B-NBQ,LGW,MRU,MK53,MAU,MAU53,32.38333333333333,18.66969696969697,43.67,13.99,34181.818181818184,525.1818181818181,43,3,21,16,1737.6854696786231,-1660.3728812860063,-321.93372290129616,0.0
347bc0ec,511065,CRJ9,ES-ACC,VNO,CPH,SK1743,NDA,SAS33A,44.733333333333334,21.90416666666667,55.76,20.28,35693.75,413.0,2,9,17,0,-176.04435353612712,839.0615989914696,3420.412832479871,0.0
347bc141,45AB50,B738,OY-JZP,PMI,BLL,JP526,JTD,JTD526,31.2,19.854761904761908,51.53,4.35,30185.714285714286,399.42857142857144,7,7,1,237,787.3574592594176,-787.3574592594176,2897.374984409452,2163.5713143075927
347bc373,4A04E2,A320,YR-AGB,HRG,OTP,A24105,AWG,AWG4105,46.266666666666666,17.408333333333335,39.68,25.65,30868.75,383.875,1,0,1,251,1449.5416852582125,-565.0455963018879,-527.7657520159078,7890.436086447716
347bc40b,49D357,A320,OK-HEU,CDG,PRG,OK767,CSA,CSA3CZ,45.1,21.908333333333335,49.87,8.575,31600.0,473.5,0,14,17,0,42.455081652272895,-375.7901334696245,223.24751370290997,0.0
347bc467,01023F,B738,SU-RSB,,,4S3113,RSX,RSX3113,46.233333333333334,17.408333333333335,40.099999999999994,24.585,36250.0,439.375,5,1,1,10,-1205.244453726472,0.0,0.0,0.0
347bc57c,39B117,A35K,F-HMIX,ORY,RUN,BF700,FBU,FBU70A,17.383333333333333,20.508333333333333,41.25,15.700000000000001,34267.5,544.3,9,18,2,12,-202.98928478773956,0.0,763.6858348039896,-763.6858348039896
347bc5ae,151E28,B738,RA-73256,,,Y73633,TYA,TYA3633,16.25,22.658333333333335,55.55,44.635,28991.666666666668,340.5,9,0,4,3,0.0,0.0,2596.284818908908,-1732.545759711668
347bc8dd,3C56A3,A321,D-AEUC,FRA,IST,LH8346,GEC,GEC8346,2.25,20.366666666666667,44.78,19.91,32491.666666666668,433.44444444444446,15,5,1,19,2968.084395526489,-3475.5022630085323,0.0,4775.91978934412
347bc95b,503E9A,A320,LY-WIZ,IST,GYD,J278,AHY,AHY078,16.316666666666666,19.408333333333335,41.235,44.13,28000.0,432.1666666666667,2,2,21,26,0.0,193.89262019642368,244.49561491406504,9031.436595550857
347bc960,347646,E295,EC-OEB,OVD,TFN,NT5233,IBB,IBB5233,16.15,22.408333333333335,38.63,-11.504999999999999,32887.5,467.0,13,1,1,1,0.0,872.9265143719831,-872.9265143719831,0.0
347bc9d0,738289,A320,4X-ABW,VRN,TLV,6H358,ISR,ISR358,16.183333333333334,15.658333333333333,41.93,18.425,32195.833333333332,475.1666666666667,10,2,4,3,0.0,1631.100335181243,-616.8263875739226,-1014.2739476073205
347bc9eb,345618,B738,EC-MUB,LXR,MAD,,LAV,LAV922P,16.21666666666667,15.658333333333333,37.735,17.79,40000.0,395.0,1,15,1,2,-944.8901796079531,2081.7449230222737,4382.276484567332,-3969.5454798537235
347bcb6d,4CA863,CRJ9,EI-FPI,VCE,CPH,SK2692,BCY,SAS2692,1.1166666666666667,22.533333333333335,50.58,11.29,30005.0,448.8,25,4,347,10,2903.714974142771,5323.784065007252,-8153.82730524293,3620.0997861061514
347bccc6,150655,CRJ2,RA-67157,VKO,UUA,RT302,UVT,UVT302,45.2,22.154166666666665,55.7,45.035,27706.25,508.0,29,0,4,0,0.0,3138.941011861119,5766.455297702403,0.0
347bcd02,781112,B789,B-7838,AMS,XMN,MF812,CXA,CXA812,17.316666666666666,18.358333333333334,57.605000000000004,21.770000000000003,32340.0,526.0,2,0,2,19,-4270.60474276925,-18.697401403393997,-2714.6963655776217,5360.490591946916
347bcd90,A5DC31,B744,N477MC,AMS,ORD,5Y8154,GTI,GTI8154,31.15,23.033333333333335,56.14,-5.94,30285.714285714286,412.7142857142857,3,4,3,11,5908.347584541638,-7765.811683835184,2440.482650408725,7530.790257867613
347bce03,738054,B739,4X-EHE,OTP,TLV,LY572,ELY,ELY572,46.166666666666664,22.81904761904762,38.26,30.19,29657.14285714286,401.14285714285717,44,21,2,69,487.9484449901433,-487.9484449901433,704.9949358759206,-704.9949358759206
347bd05b,600012,B735,EK-SHC,UFA,EVN,5G101,SHS,SHS101,46.266666666666666,17.408333333333335,45.14,50.47,34009.375,412.75,1,14,25,37,6119.911535844637,-5949.51321201248,1313.3992256233075,-1173.531359364082
347bd06b,45202E,A320,LZ-LAC,BSL,PRN,IV611,BUC,GPX2LM,16.166666666666664,22.408333333333335,44.28,14.745000000000001,30141.666666666668,465.5,9,1,2,56,-1802.598499138029,436.1397833129095,697.6542811317147,-938.0982737121591
347bd07e,4520FB,B734,LZ-GPA,DUS,PRN,IV823,GPX,GPX823,31.183333333333334,22.783333333333335,45.77,13.36,33125.0,449.85714285714283,5,17,4,54,-7336.696377745974,1900.4404603396854,-3247.6426502514723,6939.26055919943
347bd316,710D87,A333,HZ-NE23,CMN,MED,XY664,KNE,KNE664,16.166666666666664,15.658333333333333,36.11,11.045,39000.0,520.3333333333334,2,6,2,3,987.1376266565927,-627.642503992158,-777.0668924227264,442.944006409134
347bd330,781F74,A359,B-32EE,AMS,PKX,CZ346,CSN,CSN346,2.3166666666666664,17.950000000000003,59.06,18.47,36138.88888888889,519.3333333333334,7,3,4,45,-2706.6820211938984,-2039.6297144542496,0.0,454.7046207172157
347bd517,4D2357,A320,9H-GTS,BCN,OVD,VY1572,IAN,VLG1572,45.13333333333333,22.658333333333335,42.715,-1.69,25656.25,387.75,9,2,20,0,33.90141572326169,788.3889945862961,-970.6368429696167,0.0
347bd622,01023D,A320,SU-BUU,HRG,NUE,SM2966,MSC,MSC2966,1.2166666666666668,14.183333333333334,38.87,25.2,35205.0,427.2,0,1,0,1,1027.4461970887298,-1027.4461970887298,0.0,0.0
347bd62d,46B8A8,A20N,SX-NEH,CDG,ATH,A3615,AEE,AEE615,1.1833333333333333,14.183333333333334,41.1,20.03,27125.0,456.4,1,2,5,12,798.3294217754059,2216.9970738319735,884.985953575992,-3827.062298593217
347bd6b7,479301,E290,LN-WEC,MUC,BGO,,WIF,WIF3J,31.283333333333335,23.033333333333335,54.87,8.82,31967.85714285714,425.7142857142857,8,0,1,5,-980.915747053584,0.0,242.6419569883724,873.7722479495008
347bd74e,4BB463,A306,TC-MCC,IST,LEJ,MB9345,MNB,MNB9345,1.2166666666666668,14.183333333333334,49.28,16.89,26715.0,413.6,1,5,2,4,-7639.915230177042,8743.944048373707,-8743.944048373707,494.983273133521
347bd8d3,501C1C,A320,9A-BTK,HRG,LJU,C3176,TDR,TDR176,1.2,14.183333333333334,37.8,24.57,38030.0,426.4,1,1,0,1,385.4956419264489,1770.3557119957559,3346.681002608054,-4819.205649704924
347bd972,7C4923,A388,VH-OQD,LHR,SIN,QF2,QFA,QFA2,46.28333333333333,17.408333333333335,47.67,11.91,31675.0,511.0,3,16,12,8,1715.9494842806428,-1715.9494842806428,309.4039771637348,5317.044573053939
