id,icao_24bit,aircraft_code,registration,origin_airport_iata,destination_airport_iata,flight_no,airline_icao,callsign,time,duration,latitude,longitude,altitude,ground_speed,turn1,turn2,turn3,turn4,deltaD1,deltaD2,deltaD3,deltaD4
347bdb52,731A2D,A306,EP-FQM,IST,IKA,QB2214,QSM,QSM2214,46.25,17.408333333333335,39.045,39.730000000000004,34987.5,484.125,1,1,4,11,-1555.830933223519,389.4893249214533,-1919.2777940025871,0.0
347bdca9,018090,A319,5A-WLD,MJI,IST,YL100,LWA,LWA100,16.183333333333334,15.658333333333333,34.795,25.57,37212.5,447.1666666666667,16,3,1,272,-4.253938339071738,-454.64859289650025,249.7308217266309,810.6396264749849
347bdd07,02A193,A320,TS-IMT,TUN,JED,TU5529,TAR,TAR5529,45.1,23.158333333333335,35.31,19.58,34981.25,492.0,2,1,14,0,-1787.2192239426272,431.1794448855461,-1218.6196311138483,0.0
347bdd3d,4D21E6,B738,9H-SHO,PRG,TLV,BZ461,BBG,BBG461,2.3333333333333335,17.950000000000003,44.2,21.66,33152.77777777778,451.77777777777777,4,8,1,3,-520.2095878543302,1451.3175611475424,659.4109689379759,-2110.7285300855183
347bde41,140AB5,E190,RA-02741,LED,MQF,EO341,KAR,KAR341,31.233333333333334,19.854761904761908,59.48,40.52,32371.428571428572,471.42857142857144,2,4,0,33,424.25370039487296,1073.156757386755,488.1749212779571,-1075.0143397203226
347bdffb,600B21,B744,4K-SW888,IST,GYD,7L1406,AZG,AZG1406,45.05,11.908333333333333,41.825,40.28,35000.0,475.5,4,0,3,0,694.9289926110524,-511.27511470299703,-747.2938753056459,0.0
347be207,728646,BCS3,YI-ARF,GYD,BGW,IA422,IAW,IAW422,1.0333333333333334,14.183333333333334,40.14,46.11,30265.0,366.0,81,0,1,71,6272.210767082881,-6272.210767082881,2302.0465662623906,2982.7935342762844
347be21b,C03261,B763,C-FTCA,MAD,YYZ,AC7136,ACA,ACA7136,1.1833333333333333,23.283333333333335,40.85,-10.07,30905.0,473.6,3,2,1,1,2933.2705691915603,-2933.2705691915603,3148.012128080452,-1596.5387474572071
347be22b,151E6E,A321,RA-73326,LED,OMS,N4305,NWS,NWS305,1.1166666666666667,23.033333333333335,59.74,41.85,35000.0,512.8,5,0,0,0,-8183.062144036858,4027.4354020936094,-3966.3249533779153,-498.7977313823129
347be247,885177,B77W,HS-TKW,FRA,BKK,TG923,THA,THA923,31.216666666666665,16.676190476190477,46.82,18.68,31228.571428571428,504.14285714285717,20,11,0,5,-281.43931678683674,1140.7060281375395,233.6702230230287,-864.7365326600104
347be2e0,70C126,A21N,A4O-OXA,MUC,MCT,OV996,OMS,OMS996,31.2,16.676190476190477,45.67,23.06,32807.142857142855,466.42857142857144,3,14,1,10,-3282.9281879631235,-147.76020223313606,-444.4489858828426,866.8163456744651
347be336,4CAC28,CRJX,EI-HBC,LYS,MAD,IB3733,HBN,IBS3733,16.183333333333334,23.158333333333335,43.12,0.13,26620.833333333332,350.6666666666667,2,1,21,53,942.3479374669644,-942.3479374669644,0.0,169.34927095274296
347be813,501024,A320,ZA-MMK,IST,TIA,ZB1004,ABN,ABN1004,45.166666666666664,17.658333333333335,41.230000000000004,23.425,27993.75,411.5,18,4,46,0,1458.2061517725176,-1949.371894410016,187.87310597015147,0.0
347be872,150694,CRJ2,RA-67220,IST,VKO,RFE9006,PLG,RFE9006,31.15,16.676190476190477,40.83,35.33,33017.857142857145,408.14285714285717,10,10,2,14,-5212.464141074204,-1398.689599209748,-407.65069261216047,3607.904176446424
347be968,05E057,B38M,5T-CLJ,TUN,NKC,L6117,MAI,MAI117,16.266666666666666,23.158333333333335,36.405,4.6,31258.333333333332,391.6666666666667,14,1,8,70,6745.6366817181415,-6138.14796673447,5192.472918035253,-4047.3592485211366
347beab8,4B9C62,A321,TC-GCB,IST,,B5677,BBT,BBT677,16.233333333333334,15.658333333333333,39.69,20.634999999999998,30562.5,443.5,10,2,1,2,473.1376543469875,-473.1376543469875,6238.742926965658,-3871.353398618411
347bef8f,45203C,B733,LZ-BVL,FMO,PRN,IV641,BVL,GPX641,31.2,16.676190476190477,46.44,14.04,31664.285714285714,456.85714285714283,2,1,7,27,1006.9959371015879,292.4736449007164,-753.1960857530715,123.58713232771072
347bf12b,3007F1,E190,I-JEND,FRA,KTW,EN8762,DLA,DLA9EH,1.1666666666666667,18.733333333333334,50.06,15.41,22080.0,354.0,4,4,19,197,-3025.341068477238,-5714.715250042265,-2.1658623701854935,-138.994078808402
347bf2cc,800D6E,A20N,VT-IJA,TBS,DEL,6E1808,IGO,IGO1808,45.11666666666667,23.408333333333335,39.379999999999995,49.0,35093.75,466.0,1,7,4,0,-3222.6008626384464,-1501.030546787057,0.0,0.0
347bf36a,51112E,SB20,ES-NSE,KRS,DEB,OJ721,NYX,NYX721,16.183333333333334,15.658333333333333,54.5,13.48,30183.333333333332,336.1666666666667,11,1,10,7,-6901.1654589935215,-14.45395520255093,1214.1505351224143,-248.74463511337945
347bf398,06E010,A333,9XR-WP,LHR,KGL,WB711,RWD,RWD711,1.2,14.183333333333334,45.82,2.82,34585.0,504.2,19,1,22,20,-488.92880626479905,-555.671612389621,519.4504777389319,5091.1154408796365
347bf501,4D22AB,A20N,9H-NED,LHR,MLA,KM103,AMC,AMC103,1.2333333333333334,14.183333333333334,46.02,6.0,35005.0,503.8,9,3,0,19,6488.245143218518,-7408.344371710513,-255.53729777376225,5335.00445755932
347bf71a,4AC8E7,A320,SE-RGG,CPH,ARN,TT9627,BRX,BIX9627,45.13333333333333,23.408333333333335,58.175,16.575000000000003,21537.5,335.25,1,21,235,0,-1781.865628697635,5808.945635860032,-4894.864497319377,0.0
347bf91c,4B9E45,A21N,TC-GRE,KZN,AYT,2S1824,STW,STW1824,45.15,11.908333333333333,52.135,50.765,30675.0,455.0,0,7,0,0,6220.2049208381795,-5816.040781844288,91.53747322293304,0.0
347bfc2f,732443,A306,EP-IBC,IST,IKA,IR768,IRA,IRA768,16.21666666666667,15.658333333333333,40.504999999999995,34.32,32825.0,439.0,122,52,2,0,-39.38603203764103,-425.7153506878619,0.0,360.3650554018972
347bfc6b,440C5A,B748,OE-LFD,BRU,CTU,KF885,ABB,ABB885,45.15,11.908333333333333,49.415,10.870000000000001,28106.25,515.25,11,3,2,0,-347.35410925818115,5371.379656043099,-2613.690916300167,0.0
347bfdea,7810C6,A332,B-8776,LHR,CKG,GS7966,GCR,GCR7966,1.2,14.183333333333334,52.77,5.32,28295.0,451.0,19,11,1,3,6458.314062236066,-5632.726395216616,-201.57386861952773,-292.5445568713209
347bfe31,49D2D8,PC12,OK-MXM,NCE,PRG,,AAO,OKMXM,45.15,11.908333333333333,45.394999999999996,9.895,25337.5,301.0,0,17,1,0,-2879.005540787563,-3.180926761531964,-269.79562701491767,0.0
347c081f,4CC545,A21N,TF-PLA,ALC,KEF,OG605,FPY,FPY4D,45.15,11.908333333333333,40.135,-2.0949999999999998,24518.75,382.5,219,28,1,0,3703.328134849183,-3212.7748741489595,-606.7502386415835,0.0
